EC_number	Organism_name	Protein_file	Mol_file	pH	Temperature	kcat_value_with_ref
1.4.3.5	Homo sapiens	1NRG.pdb	mol_1508.sdf	7.6	37°C	[(0.062, '66'), (0.057, '66')]
1.5.1.20	Homo sapiens	6FCX.pdb	mol_93.sdf	6.6	46°C	[(51.4, '182'), (40.7, '182')]
1.5.1.20	Homo sapiens	6FCX.pdb	mol_1515.sdf	6.6	46°C	[(51.4, '182'), (40.7, '182')]
1.5.3.14	Zea mays	1B5Q.pdb	mol_1428.sdf	6	25°C	[(39.3, '5'), (32.9, "{5: 'Lys300 plays a major role in the catalytic mechanism of maize polyamine oxidase,2005', 16: 'Functional diversity inside the Arabidopsis polyamine oxidase gene family. J. Exp,2011'}")]
1.5.3.14	Zea mays	1B5Q.pdb	mol_1423.sdf	6	25°C	[(55.1, '5'), (50.2, "{5: 'Lys300 plays a major role in the catalytic mechanism of maize polyamine oxidase,2005', 16: 'Functional diversity inside the Arabidopsis polyamine oxidase gene family. J. Exp,2011'}")]
1.5.5.2	Thermus thermophilus	2EKG.pdb	mol_864.sdf	7.4	25°C	[(9.8, '29'), (7.2, '29'), (7.9, '29')]
1.8.1.12	Leishmania infantum	6T95.pdb	mol_1620.sdf	-----	20°C	[(19.0, '79'), (18.0, '79'), (11.4, '79')]
1.8.1.7	Saccharomyces cerevisiae	2HQM.pdb	mol_93.sdf	-----	-----	[(900.0, '122'), (463.3, '122')]
1.8.5.4	Homo sapiens	6OIB.pdb	mol_1663.sdf	6.8	25°C	[(84.0, '34'), (62.0, '34')]
1.8.5.4	Homo sapiens	6OIB.pdb	mol_1664.sdf	8	25°C	[(364.0, '35'), (360.0, '35')]
2.1.1.103	Arabidopsis thaliana	5WP5.pdb	mol_622.sdf	8	-----	[(0.27, '36'), (0.21, '36')]
2.1.1.103	Arabidopsis thaliana	5WP4.pdb	mol_622.sdf	8	-----	[(0.17, '36'), (0.13, '36')]
2.1.1.235	Streptomyces fradiae	3PFG.pdb	mol_1744.sdf	7.5	24°C	[(0.165, '1'), (0.12, '1')]
2.1.1.45	Homo sapiens	6QYQ.pdb	mol_1515.sdf	7.5	22°C	[(0.54, '158'), (0.52, '158')]
2.1.1.5	Homo sapiens	4M3P.pdb	mol_1821.sdf	7.5	37°C	[(0.0422, '64'), (0.0298, '64')]
2.1.1.79	Lactobacillus acidophilus	5Z9O.pdb	mol_622.sdf	8	37°C	[(0.071, '38'), (0.048, '38')]
2.1.2.1	Escherichia coli	1DFO.pdb	mol_106.sdf	7.2	20°C	[(13.17, '108'), (11.4, '79')]
2.2.1.1	Scheffersomyces stipitis	5XVT.pdb	mol_1869.sdf	8	25°C	[(25.31, '143'), (18.02, '143')]
2.3.1.50	Sphingomonas paucimobilis	4BMK.pdb	mol_106.sdf	7.5	25°C	[(1.54, '66'), (1.14, '65')]
2.3.1.50	Sphingomonas paucimobilis	4BMK.pdb	mol_1910.sdf	7.5	25°C	[(1.14, '65'), (0.85, '79')]
2.3.1.74	Malus domestica	5UC5.pdb	mol_1227.sdf	7	37°C	[(0.0202, '79'), (0.02, '79')]
2.4.1.10	Beijerinckia indica subsp. indica	6M0E.pdb	mol_2079.sdf	6	37°C	[(12000.0, '96'), (9000.0, '96'), (8000.0, '96')]
2.4.1.133	Homo sapiens	4IRP.pdb	mol_2099.sdf	7	37°C	[(1.51, '37'), (1.5, '37')]
2.4.1.133	Homo sapiens	4IRP.pdb	mol_2089.sdf	7	37°C	[(1.79, '31'), (1.5, '37')]
2.4.1.143	Homo sapiens	5VCM.pdb	mol_2104.sdf	7	37°C	[(0.773, '39'), (0.593, '39')]
2.4.1.143	Homo sapiens	5VCM.pdb	mol_2103.sdf	7	37°C	[(1.003, '39'), (0.682, '39')]
2.4.1.355	Staphylococcus aureus	5TZJ.pdb	mol_2080.sdf	-----	-----	[(0.062, '2'), (0.053, '2')]
2.4.1.38	Homo sapiens	2AGD.pdb	mol_2242.sdf	-----	-----	[(4.81, '80'), (3.3, '80')]
2.4.1.87	Bos taurus	1O7Q.pdb	mol_2273.sdf	7	37°C	[(0.4, '31'), (0.3, '31')]
2.4.2.1	Homo sapiens	7ZSL.pdb	mol_2281.sdf	7.4	25°C	[(8.7, '206'), (7.8, '206')]
2.4.2.1	Homo sapiens	7ZSL.pdb	mol_2280.sdf	7.5	25°C	[(56.0, "{55: 'Purine nucleoside phosphorylase. 1. Structure-function Studies,1997', 84: 'Purine nucleoside phosphorylase: a potential target for the development of drugs to treat T-cell- and apicomplexan parasite-mediated diseases. Curr,2007', 119: 'Second-sphere amino acids contribute to transition-state structure in bovine purine nucleoside phosphorylase,2008'}"), (31.0, '68')]
2.4.2.10	Mycobacterium tuberculosis	5HKF.pdb	mol_2313.sdf	8	25°C	[(0.61, '64'), (0.6, '64')]
2.4.2.18	Saccharolobus solfataricus	1ZYK.pdb	mol_2317.sdf	7.2	37°C	[(0.41, '23'), (0.24, '24'), (0.33, '24')]
2.4.2.6	Trypanosoma brucei brucei	2F62.pdb	mol_2279.sdf	6	50°C	[(7.9, '38'), (6.4, '38')]
2.4.2.8	Plasmodium falciparum	7TUX.pdb	mol_211.sdf	7.4	23°C	[(0.0042, '91'), (0.0036, '91')]
2.4.3.1	Rattus norvegicus	4MPS.pdb	mol_2355.sdf	6.5	37°C	[(0.59, '83'), (0.49, '83')]
2.4.3.1	Rattus norvegicus	4MPS.pdb	mol_2356.sdf	6.5	37°C	[(0.67, '83'), (0.35, '83')]
2.5.1.111	Streptomyces roseochromogenus subsp. oscitans	2XM5.pdb	mol_727.sdf	7.5	30°C	[(0.159, '4'), (0.151, '4')]
2.5.1.17	Homo sapiens	6D5X.pdb	mol_810.sdf	-----	-----	[(297.6, '29'), (285.0, '29'), (166.2, '29')]
2.5.1.17	Homo sapiens	6D5X.pdb	mol_2418.sdf	-----	-----	[(297.6, '29'), (285.0, '29'), (166.2, '29')]
2.5.1.47	Microcystis aeruginosa	4LMB.pdb	mol_2403.sdf	7	25°C	[(232.0, '141'), (231.0, '141'), (211.0, '141')]
2.5.1.47	Microcystis aeruginosa	4LMA.pdb	mol_2403.sdf	7	25°C	[(140.0, '141'), (132.0, '141'), (136.0, '141')]
2.5.1.55	Aquifex aeolicus	3E12.pdb	mol_2444.sdf	7.5	40°C	[(0.48, "{32: 'The catalytic and conformational cycle of Aquifex aeolicus KDO8P synthase: role of the L7 loop,2005', 43: 'Electronic structure of the metal center in the Cd(2+), Zn(2+), and Cu(2+) substituted forms of KDO8P synthase: implications for catalysis,2009'}"), (0.41, '43'), (0.34, '43'), (0.47, '43'), (0.31, "{43: 'Electronic structure of the metal center in the Cd(2+), Zn(2+), and Cu(2+) substituted forms of KDO8P synthase: implications for catalysis,2009', 45: 'Reversing evolution: re-establishing obligate metal ion dependence in a metal-independent KDO8P synthase. J. Mol,2009'}")]
2.5.1.55	Aquifex aeolicus	3E12.pdb	mol_2444.sdf	5	40°C	[(0.46, '43'), (0.36, "{35: 'A reciprocal single mutation affects the metal requirement of 3-deoxy-D-manno-2-octulosonate-8-phosphate (KDO8P) synthases from Aquifex pyrophilus and Escherichia coli. J. Biol,2004', 43: 'Electronic structure of the metal center in the Cd(2+), Zn(2+), and Cu(2+) substituted forms of KDO8P synthase: implications for catalysis,2009'}")]
2.5.1.6	Saccharolobus solfataricus	4L7I.pdb	mol_810.sdf	8	65°C	[(0.052, '101'), (0.047, '101')]
2.5.1.6	Saccharolobus solfataricus	4L7I.pdb	mol_810.sdf	8	37°C	[(0.041, '101'), (0.0328, '101')]
2.6.1.13	Homo sapiens	6OIA.pdb	mol_803.sdf	8	25°C	[(34.9, '78'), (34.5, '75')]
2.6.1.16	Escherichia coli	1MOQ.pdb	mol_139.sdf	7.2	37°C	[(16.9, '60'), (16.4, '60')]
2.6.1.16	Escherichia coli	1MOQ.pdb	mol_1397.sdf	7.2	37°C	[(16.95, '60'), (16.8, '60')]
2.6.1.36	Mycobacterium tuberculosis	2CJD.pdb	mol_802.sdf	-----	-----	[(0.92, '23'), (0.917, '19')]
2.7.1.1	Homo sapiens	3F9M.pdb	mol_110.sdf	7.4	37°C	[(101.0, '146'), (60.4, '161')]
2.7.1.1	Homo sapiens	3F9M.pdb	mol_110.sdf	7.1	-----	[(62.8, '176'), (52.2, '176')]
2.7.1.105	Homo sapiens	6HVI.pdb	mol_2558.sdf	7.5	30°C	[(0.696, '67'), (0.43, '67'), (0.447, '67'), (0.435, '67'), (0.407, '67'), (0.654, '67'), (0.678, '67')]
2.7.1.11	Escherichia coli	3UMO.pdb	mol_139.sdf	8.2	25°C	[(60.0, '142'), (44.0, '142')]
2.7.1.11	Escherichia coli	1PFK.pdb	mol_1871.sdf	7.2	30°C	[(88.0, '106'), (49.0, '106')]
2.7.1.119	Streptomyces hygroscopicus	6IY9.pdb	mol_2560.sdf	7.5	45°C	[(8.0, '3'), (6.4, '3')]
2.7.1.173	Homo sapiens	2QT1.pdb	mol_2584.sdf	7.5	37°C	[(0.6, '4'), (0.34, "{4: 'Nicotinamide riboside kinase structures reveal new pathways to NAD+,2007', 7: 'The emergence of the nicotinamide riboside kinases in the regulation of NAD+ metabolism. J. Mol,2018'}")]
2.7.1.185	Thermoplasma acidophilum	4RKS.pdb	mol_2588.sdf	8.5	55°C	[(5.3, '4'), (5.0, '1')]
2.7.1.26	Corynebacterium ammoniagenes	5A89.pdb	mol_960.sdf	7	25°C	[(7.33, '38'), (5.33, '38'), (6.8, "{35: 'Quaternary organization in a bifunctional prokaryotic FAD synthetase: Involvement of an arginine at its adenylyltransferase module on the riboflavin kinase activity. Biochim. Biophys,2015'}")]
2.7.1.26	Corynebacterium ammoniagenes	5A89.pdb	mol_960.sdf	7	37°C	[(5.02, '31'), (5.0, "{30: 'Key residues at the riboflavin kinase catalytic site of the bifunctional riboflavin kinase/FMN adenylyltransferase from Corynebacterium ammoniagenes. Cell Biochem,2013', 31: 'Role of key residues at the flavin mononucleotide (FMN):adenylyltransferase catalytic site of the bifunctional riboflavin kinase/flavin adenine dinucleotide (FAD) synthetase from Corynebacterium ammoniagenes. Int. J. Mol,2012'}")]
2.7.1.32	Homo sapiens	5FTG.pdb	mol_530.sdf	and	-----	[(76.83, '79'), (47.33, '79')]
2.7.1.33	Mycobacterium tuberculosis	4BFZ.pdb	mol_2638.sdf	7.8	25°C	[(0.4, '39'), (0.38, '39')]
2.7.1.33	Mycobacterium tuberculosis	4BFZ.pdb	mol_810.sdf	7.8	25°C	[(0.65, '39'), (0.62, '39')]
2.7.1.33	Mycobacterium tuberculosis	4BFZ.pdb	mol_2580.sdf	7.8	25°C	[(0.62, '39'), (0.61, '39')]
2.7.1.40	Trypanosoma congolense	6SU1.pdb	mol_2444.sdf	7.2	25°C	[(111.5, '284'), (86.83, '284'), (107.33, '284')]
2.7.1.40	Trypanosoma brucei brucei	4KCT.pdb	mol_2444.sdf	7.2	25°C	[(185.0, '284'), (152.0, '284'), (104.33, '284')]
2.7.1.48	Homo sapiens	1UJ2.pdb	mol_2586.sdf	7.2	25°C	[(6.4, '38'), (4.3, '38')]
2.7.1.6	Homo sapiens	6Q3X.pdb	mol_127.sdf	7.5	37°C	[(2.0, '54'), (1.7, '52')]
2.7.1.6	Homo sapiens	6Q3X.pdb	mol_538.sdf	7.5	37°C	[(2.1, '52'), (1.7, '54')]
2.7.1.74	Homo sapiens	1P5Z.pdb	mol_2657.sdf	7.5	37°C	[(0.6, '81'), (0.37, '81')]
2.7.2.3	Pseudomonas sp.	6HXE.pdb	mol_810.sdf	-----	-----	[(519.0, '62'), (411.0, '62'), (500.0, '62')]
2.7.2.3	Pseudomonas sp.	6HXE.pdb	mol_487.sdf	-----	-----	[(540.0, '62'), (362.0, '62'), (537.0, '62')]
2.7.2.8	Saccharomyces cerevisiae	3ZZH.pdb	mol_810.sdf	-----	37°C	[(13.0, '36'), (7.7, '36')]
2.7.2.8	Saccharomyces cerevisiae	3ZZH.pdb	mol_2702.sdf	-----	37°C	[(8.4, '36'), (4.9, '36')]
2.7.2.8	Arabidopsis thaliana	2RD5.pdb	mol_2702.sdf	7.5	-----	[(187.5, '29'), (115.0, '29'), (126.1, '29')]
2.7.4.9	Homo sapiens	1E98.pdb	mol_2756.sdf	7.4	37°C	[(0.9, '57'), (0.5, '57')]
2.7.4.9	Candida albicans	5UIV.pdb	mol_2766.sdf	7.4	-----	[(0.5, '75'), (0.3, '75')]
2.7.4.9	Candida albicans	5UIV.pdb	mol_2754.sdf	7.4	-----	[(8.7, '75'), (6.9, '75')]
2.7.4.9	Candida albicans	5UIV.pdb	mol_1598.sdf	7.4	-----	[(0.008, '75'), (0.006, '75')]
2.7.7.43	Mus musculus	1QWJ.pdb	mol_2557.sdf	-----	-----	[(3.89, '39'), (2.57, '39'), (3.87, '39')]
2.7.7.43	Mus musculus	1QWJ.pdb	mol_2805.sdf	-----	-----	[(3.56, '39'), (3.47, '39'), (2.29, '39')]
2.7.7.64	Leishmania major	3OH3.pdb	mol_2559.sdf	7.8	25°C	[(209.0, "{10: 'Leishmania UDP-sugar pyrophosphorylase: the missing link in galactose salvage?. J. Biol,2010'}"), (201.0, "{10: 'Leishmania UDP-sugar pyrophosphorylase: the missing link in galactose salvage?. J. Biol,2010'}")]
2.7.7.7	Saccharolobus solfataricus	1JX4.pdb	mol_2830.sdf	7.4	37°C	[(0.04, '348'), (0.03, '348')]
2.7.7.7	Saccharolobus solfataricus	1JX4.pdb	mol_2831.sdf	the	60°C	[(0.34, '386'), (0.29, '386')]
2.7.7.72	Archaeoglobus fulgidus	1R89.pdb	mol_2557.sdf	and	-----	[(3.68, '22'), (3.21, '22')]
2.8.1.2	Homo sapiens	4JGT.pdb	mol_2848.sdf	7.4	37°C	[(0.27, '57'), (0.22, '57')]
2.8.4.2	Corynebacterium glutamicum	3RH0.pdb	mol_1285.sdf	and	-----	[(0.53, "{1: 'Arsenate reductase, mycothiol, and mycoredoxin concert thiol/disulfide exchange. J. Biol,2009', 2: 'Corynebacterium glutamicum survives arsenic stress with arsenate reductases coupled to two distinct redox mechanisms. Mol,2011'}"), (0.28, "{1: 'Arsenate reductase, mycothiol, and mycoredoxin concert thiol/disulfide exchange. J. Biol,2009', 2: 'Corynebacterium glutamicum survives arsenic stress with arsenate reductases coupled to two distinct redox mechanisms. Mol,2011'}")]
3.1.1.20	Lactiplantibacillus plantarum	4J0D.pdb	mol_3031.sdf	8	37°C	[(74.0, '108'), (46.02, '100')]
3.1.1.20	Lactiplantibacillus plantarum	4J0D.pdb	mol_3032.sdf	7	37°C	[(69.2, '113'), (62.6, '113')]
3.1.1.20	Lactiplantibacillus plantarum	4J0D.pdb	mol_3031.sdf	7	37°C	[(115.5, '113'), (99.4, '113')]
3.1.1.41	Thermotoga maritima	5JIB.pdb	mol_3110.sdf	8	50°C	[(24.8, '29'), (23.8, '29'), (15.5, '29'), (20.2, '29')]
3.1.1.41	Thermotoga maritima	5JIB.pdb	mol_2429.sdf	8	50°C	[(63.0, '29'), (32.2, '29'), (39.8, '29'), (42.7, '29')]
3.1.1.41	Thermotoga maritima	5JIB.pdb	mol_3111.sdf	8	50°C	[(347.0, '29'), (323.2, '29'), (295.5, '29'), (293.2, '29')]
3.1.1.41	Thermotoga maritima	5JIB.pdb	mol_3109.sdf	8	50°C	[(326.0, '29'), (266.7, '29'), (169.8, '29'), (280.7, '29')]
3.1.1.43	Acetobacter pasteurianus	2B4K.pdb	mol_3116.sdf	6.2	30°C	[(1040.0, '8'), (1035.0, "{8: 'Cloning, sequence analysis, and expression in Escherichia coli of the gene encoding an alpha-amino acid ester hydrolase from Acetobacter turbidans. Appl. Environ,2002', 18: 'alpha-Amino acid ester hydrolases: properties and applications. Appl. Biochem,2013'}")]
3.1.1.81	Bacillus thuringiensis	5EHT.pdb	mol_3158.sdf	7.5	-----	[(57.0, '40'), (34.0, '40')]
3.1.1.81	Bacillus thuringiensis	5EHT.pdb	mol_3159.sdf	7.5	-----	[(45.0, '40'), (43.0, '40')]
3.1.3.11	Sus scrofa	1NUW.pdb	mol_3254.sdf	7.5	30°C	[(21.0, '99'), (20.7, '157'), (19.7, '157')]
3.1.3.11	Sus scrofa	1NUW.pdb	mol_3254.sdf	7.5	-----	[(23.0, '134'), (22.0, "{108: 'Mutations in the hinge of a dynamic loop broadly influence functional properties of fructose-1,6-bisphosphatase. J. Biol,2000', 111: 'Inhibition of fructose-1,6-bisphosphatase by a new class of allosteric effectors. J. Biol,2003', 134: 'Origin of cooperativity in the activation of fructose-1,6-bisphosphatase by Mg2+. J. Biol,2004'}")]
3.1.3.11	Homo sapiens	7WJV.pdb	mol_3254.sdf	7.5	37°C	[(23.4, '131'), (20.8, '131')]
3.1.3.26	Debaryomyces castellii	2GFI.pdb	mol_3304.sdf	-----	-----	[(59.2, '99'), (51.2, '99')]
3.1.3.26	Escherichia coli	7Z2T.pdb	mol_3304.sdf	2.5	-----	[(1167.0, '112'), (1060.0, '112')]
3.1.3.3	Thermococcus onnurineus	4AP9.pdb	mol_2400.sdf	6.5	65°C	[(0.182, '36'), (0.143, '36'), (0.168, '36'), (0.179, '36')]
3.1.3.5	Homo sapiens	2JC9.pdb	mol_2280.sdf	7.4	-----	[(22.0, '82'), (19.0, '82')]
3.1.4.17	Saccharomyces cerevisiae	4OJX.pdb	mol_3376.sdf	7.5	22°C	[(21.0, '104'), (16.9, '104'), (11.8, '104'), (11.1, '104'), (17.4, '104')]
3.1.4.17	Saccharomyces cerevisiae	4OJX.pdb	mol_3377.sdf	7.5	22°C	[(15.1, '104'), (11.8, '104'), (11.7, '104'), (10.8, '104'), (14.3, '104')]
3.1.8.2	Loligo vulgaris	3O4P.pdb	mol_3488.sdf	7.5	25°C	[(2111.0, '28'), (2107.0, '28'), (2091.0, '28')]
3.13.2.1	Synechocystis sp. PCC 6803	7O5L.pdb	mol_3494.sdf	7.5	20°C	[(0.192, '138'), (0.178, '138'), (0.175, '138'), (0.186, "{138: 'Biochemical and structural insights into an unusual, alkali-metal-independent S-adenosyl-L-homocysteine hydrolase from Synechocystis sp. PCC 6803. Acta Crystallogr. Sect,2022'}")]
3.2.1.14	Trichoderma harzianum	6EPB.pdb	mol_3542.sdf	6.5	-----	[(0.35, '187'), (0.267, '187')]
3.2.1.176	Rasamsonia emersonii	3PFZ.pdb	mol_3582.sdf	5	45°C	[(0.435, '75'), (0.31, '75')]
3.2.1.177	Escherichia coli	2F2H.pdb	mol_3594.sdf	7	37°C	[(0.173, '8'), (0.13, '4')]
3.2.1.21	Zea mays	1H49.pdb	mol_3642.sdf	5.8	37°C	[(2.23, '270'), (1.32, '270')]
3.2.1.21	Thermotoga neapolitana	2X41.pdb	mol_3631.sdf	5.6	90°C	[(129.0, '264'), (78.0, '264')]
3.2.1.31	Talaromyces purpureogenus	5C71.pdb	mol_3684.sdf	5	55°C	[(27.84, '91'), (23.3, '91')]
3.2.1.4	Trichoderma reesei	2V3I.pdb	mol_3589.sdf	4.8	45°C	[(0.02, '295'), (0.018, '295'), (0.0178, '295'), (0.019, '295')]
3.2.1.45	Thermoanaerobacterium xylanolyticum	5O0S.pdb	mol_3609.sdf	5.5	60°C	[(49.0, '118'), (37.6, '118')]
3.2.1.45	Homo sapiens	6Q6N.pdb	mol_3718.sdf	6	37°C	[(35.0, '102'), (31.67, '102')]
3.2.1.50	Clostridium perfringens	4A41.pdb	mol_3725.sdf	7.4	37°C	[(0.74, '29'), (0.69, '29')]
3.2.1.55	Acetivibrio thermocellus	5A8C.pdb	mol_3743.sdf	5.7	50°C	[(3.53, '143'), (3.5, '143')]
3.2.1.55	Acetivibrio thermocellus	5A8C.pdb	mol_3697.sdf	5.7	50°C	[(4.78, '143'), (4.72, '143')]
3.2.1.73	Bacillus subtilis	3O5S.pdb	mol_3759.sdf	6	50°C	[(1220.0, '102'), (1120.0, '102')]
3.2.1.76	Homo sapiens	6I6R.pdb	mol_3761.sdf	3.5	37°C	[(11.8, '70'), (9.4, '70')]
3.2.2.1	Trypanosoma vivax	3EPW.pdb	mol_2280.sdf	7.2	35°C	[(5.49, '27'), (5.19, '27')]
3.4.11.1	Bos taurus	1LAM.pdb	mol_3857.sdf	8.3	25°C	[(118.3, '55'), (67.0, '55'), (118.0, '55')]
3.4.11.1	Bos taurus	1LAM.pdb	mol_3855.sdf	7.4	25°C	[(486.3, '55'), (468.0, '55')]
3.4.11.1	Bos taurus	1LAM.pdb	mol_3855.sdf	6.9	25°C	[(136.0, '55'), (135.8, '55')]
3.4.11.1	Bos taurus	1LAM.pdb	mol_3856.sdf	6.9	25°C	[(192.0, '55'), (191.7, '55')]
3.4.11.1	Bos taurus	1LAM.pdb	mol_3855.sdf	8.3	25°C	[(988.3, '55'), (988.0, '55')]
3.4.11.15	Pyrococcus furiosus	4X8I.pdb	mol_3871.sdf	8	100°C	[(1840.0, '14'), (1260.0, '14')]
3.4.21.1	Bos taurus	1GG6.pdb	mol_3972.sdf	7.8	-----	[(0.6, '143'), (0.45, '143')]
3.4.21.9	Homo sapiens	6ZOV.pdb	mol_4254.sdf	-----	37°C	[(121.0, '52'), (98.0, '52')]
3.4.22.2	Carica papaya	2CIO.pdb	mol_4289.sdf	8	45°C	[(1.79, '90'), (1.604, '90'), (1.386, '90')]
3.5.1.1	Escherichia coli	6PAC.pdb	mol_847.sdf	8	37°C	[(72.0, '159'), (67.0, '159'), (60.0, '159'), (48.0, '159')]
3.5.1.54	Granulibacter bethesdensis	4GYS.pdb	mol_4636.sdf	7.3	-----	[(18.0, '14'), (15.0, '14')]
3.5.2.6	Escherichia coli	6R73.pdb	mol_4711.sdf	7.2	25°C	[(44.0, '272'), (38.0, '272')]
3.5.2.6	Escherichia coli	2HDS.pdb	mol_4696.sdf	-----	-----	[(0.5, '195'), (0.3, '195')]
3.5.2.6	Escherichia coli	2HDS.pdb	mol_4703.sdf	-----	-----	[(0.2, '195')]
3.5.2.6	Escherichia coli	2HDS.pdb	mol_4699.sdf	-----	-----	[(0.4, '195'), (0.3, "{117: 'Cloning and functional characterization of the ambler class C beta-lactamase of Yersinia ruckeri. FEMS Microbiol,2006', 195: 'Role of the Ser-287-Asn replacement in the hydrolysis spectrum extension of AmpC beta -lactamases in Escherichia coli. Antimicrob,2009', 240: 'Genetic and biochemical characterization of a novel metallo-beta-lactamase, TMB-1, from an Achromobacter xylosoxidans strain isolated in Tripoli, Libya. Antimicrob,2012'}")]
3.5.2.6	Escherichia coli	2HDS.pdb	mol_4702.sdf	-----	-----	[(540.0, '195'), (500.0, '195')]
3.5.2.6	Escherichia coli	2HDS.pdb	mol_4704.sdf	-----	-----	[(240.0, '195'), (230.0, '195')]
3.5.2.6	Serratia marcescens	6JED.pdb	mol_4711.sdf	-----	-----	[(535.0, '125'), (466.7, '125')]
3.5.3.15	Homo sapiens	4N25.pdb	mol_4749.sdf	7.6	37°C	[(2.65, "{93: ''}"), (1.53, "{93: ''}")]
3.5.4.29	Methanocaldococcus jannaschii	2QV6.pdb	mol_1825.sdf	8	70°C	[(0.5, '1'), (0.35, '1')]
3.5.4.4	Homo sapiens	3IAR.pdb	mol_2297.sdf	8	-----	[(80.04, '121'), (40.71, '121')]
3.6.1.23	Human gammaherpesvirus 4	2BSY.pdb	mol_4791.sdf	7.8	25°C	[(1.6, '98'), (1.4, '98'), (1.2, '{97: \'Direct contacts between conserved motifs of different subunits provide major contribution to active site organization in human and mycobacterial dUTPases,2010\', 98: "The flexible motif V of Epstein-Barr virus deoxyuridine 5\'-triphosphate pyrophosphatase is essential for catalysis. J. Biol,2009", 129: \'The dUTPase of white spot syndrome virus assembles its active sites in a noncanonical manner. J. Biol,2018\'}')]
3.6.1.5	Rattus norvegicus	3ZX3.pdb	mol_2086.sdf	7.4	25°C	[(86.9, '105'), (77.3, '105')]
3.6.1.5	Rattus norvegicus	3ZX3.pdb	mol_2087.sdf	7.4	25°C	[(93.0, '105'), (80.9, '105')]
3.6.1.5	Rattus norvegicus	3ZX3.pdb	mol_2559.sdf	7.4	25°C	[(121.2, '105'), (103.4, '105')]
3.6.1.5	Rattus norvegicus	3ZX3.pdb	mol_1826.sdf	7.4	25°C	[(103.7, '105'), (82.6, '105'), (83.2, "{105: 'Crystallographic evidence for a domain motion in rat nucleoside triphosphate diphosphohydrolase (NTPDase) 1. J. Mol,2012'}")]
3.6.1.7	Pyrococcus horikoshii	1W2I.pdb	mol_4842.sdf	5.3	45°C	[(760.0, '61'), (467.0, "{39: 'Crystal structure of a hyperthermophilic archaeal acylphosphatase from Pyrococcus horikoshii - structural insights into enzymatic catalysis, thermostability, and dimerization,2005'}")]
4.1.1.17	Trypanosoma brucei	1F3T.pdb	mol_803.sdf	-----	-----	[(15.0, '63,64'), (9.4, '65,66')]
4.1.1.48	Saccharolobus solfataricus	4A29.pdb	mol_4939.sdf	7.5	25°C	[(0.028, '31'), (0.025, '31')]
4.1.2.10	Passiflora edulis	5Y02.pdb	mol_39.sdf	4	25°C	[(52.1, '49'), (38.4, '49'), (50.9, '49')]
4.1.2.13	Escherichia coli	5VJE.pdb	mol_3254.sdf	-----	30°C	[(14.2, '105'), (8.2, "{81: 'Conserved residues in the mechanism of the E. coli Class II FBP-aldolase. J. Mol,1999', 83: 'Cloning and characterization of Leishmania mexicana fructose-1,6-bisphosphate aldolase. Mol. Biochem,1999'}")]
4.1.2.51	Picrophilus torridus	4UXD.pdb	mol_5029.sdf	6.2	60°C	[(0.36, '1'), (0.34, '1')]
4.1.2.51	Picrophilus torridus	4UXD.pdb	mol_8.sdf	6.2	60°C	[(26.7, '1'), (24.2, '1')]
4.1.2.53	Escherichia coli	2VWT.pdb	mol_5037.sdf	8	25°C	[(0.4, "{3: 'Crystal structure and functional assignment of YfaU, a metal ion dependent class II aldolase from Escherichia coli K12,2008', 4: 'Evolution of enzymatic activities in the enolase superfamily: L-rhamnonate dehydratase,2008'}"), (0.3, "{3: 'Crystal structure and functional assignment of YfaU, a metal ion dependent class II aldolase from Escherichia coli K12,2008', 4: 'Evolution of enzymatic activities in the enolase superfamily: L-rhamnonate dehydratase,2008'}")]
4.1.3.17	Pseudomonas putida	3NOJ.pdb	mol_300.sdf	8	25°C	[(3.16, '13'), (1.86, '13')]
4.1.3.3	Staphylococcus aureus	5LKY.pdb	mol_2803.sdf	7.4	30°C	[(0.036, '59'), (0.023, '59')]
4.1.3.32	Aspergillus niger	3FA3.pdb	mol_300.sdf	-----	-----	[(0.505, '6'), (0.48, "{6: 'Structure and function of 2,3-dimethylmalate lyase, a PEP mutase/isocitrate lyase superfamily member. J. Mol,2009', 7: ''}")]
4.2.1.10	Salmonella enterica	3S42.pdb	mol_5083.sdf	7.5	37°C	[(310.0, '69'), (210.0, "{55: 'A conserved surface loop in type I dehydroquinate dehydratases positions an active site arginine and functions in substrate binding,2011', 60: 'Insights into the mechanism of type I dehydroquinate dehydratases from structures of reaction intermediates. J. Biol,2011'}")]
4.2.1.2	Escherichia coli	6NZ9.pdb	mol_1367.sdf	7.9	-----	[(1150.0, '40'), (1149.0, '40')]
4.2.1.40	Escherichia coli	1EC7.pdb	mol_5696.sdf	7.5	22°C	[(35.0, '12'), (34.0, '11')]
4.2.3.13	Gossypium arboreum	3G4D.pdb	mol_2454.sdf	7.5	25°C	[(0.00127, "{21: ''}"), (0.001, '21')]
4.3.1.15	Salmonella enterica subsp. enterica serovar Typhimurium	5YGR.pdb	mol_5170.sdf	7.4	30°C	[(69.17, '8'), (60.17, '8')]
4.4.1.1	Homo sapiens	3COG.pdb	mol_1685.sdf	-----	-----	[(3.7, '63'), (3.5, '63')]
4.4.1.1	Homo sapiens	3COG.pdb	mol_5210.sdf	-----	-----	[(1.9, '63'), (1.7, '63')]
