EC_number	Organism_name	Protein_file	Mol_file	pH	Temperature	kcat_value_with_ref
1.2.3.1	Homo sapiens	4UHW.pdb	mol_1268.sdf	7.4	37°C	[(0.005, '139'), (1.31, '139'), (0.005, '139'), (0.18, '139'), (0.005, '139'), (0.133, '139'), (1.31, '139'), (0.005, '139'), (1.31, '139'), (0.18, '139'), (1.31, '139'), (0.133, '139'), (0.18, '139'), (0.005, '139'), (0.18, '139'), (1.31, '139'), (0.18, '139'), (0.133, '139'), (0.133, '139'), (0.005, '139'), (0.133, '139'), (1.31, '139'), (0.133, '139'), (0.18, '139')]
1.20.1.1	Pseudomonas stutzeri	4E5K.pdb	mol_1283.sdf	-----	-----	[(3.65, '12'), (7.33, '1'), (3.65, '12'), (3.55, '12'), (3.65, '12'), (3.25, '12'), (3.65, '12'), (4.367, '12'), (7.33, '1'), (3.65, '12'), (7.33, '1'), (3.55, '12'), (7.33, '1'), (3.25, '12'), (7.33, '1'), (4.367, '12'), (3.55, '12'), (3.65, '12'), (3.55, '12'), (7.33, '1'), (3.55, '12'), (3.25, '12'), (3.55, '12'), (4.367, '12'), (3.25, '12'), (3.65, '12'), (3.25, '12'), (7.33, '1'), (3.25, '12'), (3.55, '12'), (3.25, '12'), (4.367, '12'), (4.367, '12'), (3.65, '12'), (4.367, '12'), (7.33, '1'), (4.367, '12'), (3.55, '12'), (4.367, '12'), (3.25, '12')]
1.20.1.1	Pseudomonas stutzeri	4E5K.pdb	mol_1282.sdf	7.3	25°C	[(3.27, '14'), (6.57, '14'), (6.57, '14'), (3.27, '14')]
1.20.4.4	Staphylococcus aureus	1LJU.pdb	mol_1285.sdf	-----	-----	[(0.9, '7'), (0.58, '7'), (0.9, '7'), (2.9, "{7: 'Interplay between ion binding and catalysis in the thioredoxin-coupled arsenate reductase family. J. Mol,2006', 13: 'ArsC3 from Desulfovibrio alaskensis G20, a cation and sulfate-independent highly efficient arsenate reductase. J. Biol. Inorg,2014'}"), (0.9, '7'), (0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.9, '7'), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.58, '7'), (0.9, '7'), (0.58, '7'), (2.9, "{7: 'Interplay between ion binding and catalysis in the thioredoxin-coupled arsenate reductase family. J. Mol,2006', 13: 'ArsC3 from Desulfovibrio alaskensis G20, a cation and sulfate-independent highly efficient arsenate reductase. J. Biol. Inorg,2014'}"), (0.58, '7'), (0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.58, '7'), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (2.9, "{7: 'Interplay between ion binding and catalysis in the thioredoxin-coupled arsenate reductase family. J. Mol,2006', 13: 'ArsC3 from Desulfovibrio alaskensis G20, a cation and sulfate-independent highly efficient arsenate reductase. J. Biol. Inorg,2014'}"), (0.9, '7'), (2.9, "{7: 'Interplay between ion binding and catalysis in the thioredoxin-coupled arsenate reductase family. J. Mol,2006', 13: 'ArsC3 from Desulfovibrio alaskensis G20, a cation and sulfate-independent highly efficient arsenate reductase. J. Biol. Inorg,2014'}"), (0.58, '7'), (2.9, "{7: 'Interplay between ion binding and catalysis in the thioredoxin-coupled arsenate reductase family. J. Mol,2006', 13: 'ArsC3 from Desulfovibrio alaskensis G20, a cation and sulfate-independent highly efficient arsenate reductase. J. Biol. Inorg,2014'}"), (0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (2.9, "{7: 'Interplay between ion binding and catalysis in the thioredoxin-coupled arsenate reductase family. J. Mol,2006', 13: 'ArsC3 from Desulfovibrio alaskensis G20, a cation and sulfate-independent highly efficient arsenate reductase. J. Biol. Inorg,2014'}"), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.9, '7'), (0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.58, '7'), (0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (2.9, "{7: 'Interplay between ion binding and catalysis in the thioredoxin-coupled arsenate reductase family. J. Mol,2006', 13: 'ArsC3 from Desulfovibrio alaskensis G20, a cation and sulfate-independent highly efficient arsenate reductase. J. Biol. Inorg,2014'}"), (0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.9, '7'), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.58, '7'), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (2.9, "{7: 'Interplay between ion binding and catalysis in the thioredoxin-coupled arsenate reductase family. J. Mol,2006', 13: 'ArsC3 from Desulfovibrio alaskensis G20, a cation and sulfate-independent highly efficient arsenate reductase. J. Biol. Inorg,2014'}"), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}")]
1.20.4.4	Staphylococcus aureus	1LJU.pdb	mol_1285.sdf	7.5	37°C	[(0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.165, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}"), (0.075, "{3: 'The essential catalytic redox couple in arsenate reductase from Sataphylococcus aureus,1999'}")]
1.3.3.3	Homo sapiens	2AEX.pdb	mol_1358.sdf	-----	-----	[(0.027, '63'), (0.1317, '60'), (0.1317, '60'), (0.027, '63')]
1.3.3.3	Homo sapiens	2AEX.pdb	mol_1359.sdf	-----	37°C	[(0.02667, '84'), (0.06, "{59: 'Kinetic evaluation of human cloned coproporphyrinogen oxidase using a ring isomer of the natural substrate. Med. Sci,2005', 60: 'Investigation of the catalytic and structural roles of conserved histidines of human coproporphyrinogen oxidase using site-directed mutagenesis. Med. Sci,2006', 67: 'Use of di- and tripropionate substrate analogs to probe the active site of human recombinant coproporphyrinogen oxidase. Med. Sci,2008'}"), (0.02667, '84'), (0.045, "{63: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007', 84: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007'}"), (0.06, "{59: 'Kinetic evaluation of human cloned coproporphyrinogen oxidase using a ring isomer of the natural substrate. Med. Sci,2005', 60: 'Investigation of the catalytic and structural roles of conserved histidines of human coproporphyrinogen oxidase using site-directed mutagenesis. Med. Sci,2006', 67: 'Use of di- and tripropionate substrate analogs to probe the active site of human recombinant coproporphyrinogen oxidase. Med. Sci,2008'}"), (0.02667, '84'), (0.06, "{59: 'Kinetic evaluation of human cloned coproporphyrinogen oxidase using a ring isomer of the natural substrate. Med. Sci,2005', 60: 'Investigation of the catalytic and structural roles of conserved histidines of human coproporphyrinogen oxidase using site-directed mutagenesis. Med. Sci,2006', 67: 'Use of di- and tripropionate substrate analogs to probe the active site of human recombinant coproporphyrinogen oxidase. Med. Sci,2008'}"), (0.045, "{63: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007', 84: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007'}"), (0.045, "{63: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007', 84: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007'}"), (0.02667, '84'), (0.045, "{63: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007', 84: 'Role of aspartate 400, arginine 262, and arginine 401 in the catalytic mechanism of human coproporphyrinogen oxidase,2007'}"), (0.06, "{59: 'Kinetic evaluation of human cloned coproporphyrinogen oxidase using a ring isomer of the natural substrate. Med. Sci,2005', 60: 'Investigation of the catalytic and structural roles of conserved histidines of human coproporphyrinogen oxidase using site-directed mutagenesis. Med. Sci,2006', 67: 'Use of di- and tripropionate substrate analogs to probe the active site of human recombinant coproporphyrinogen oxidase. Med. Sci,2008'}")]
1.3.99.33	Shewanella oneidensis	6T88.pdb	mol_1378.sdf	7	22°C	[(1.43, '2'), (5.62, '2'), (5.62, '2'), (1.43, '2')]
1.4.1.28	Cystobacter fuscus	6IAU.pdb	mol_13.sdf	9.5	23°C	[(13.0, '6'), (0.13, '4'), (0.13, '4'), (13.0, '6')]
1.4.3.19	Bacillus subtilis	1RYI.pdb	mol_1429.sdf	8.5	25°C	[(4.0, '12'), (0.6, "{7: 'Glycine oxidase from Bacillus subtilis: role of histidine 244 and methionine 261,2007', 13: 'Glyphosate resistance by engineering the flavoenzyme glycine oxidase. J. Biol,2009', 21: 'Novel biosensors based on optimized glycine oxidase,2014'}"), (0.6, "{7: 'Glycine oxidase from Bacillus subtilis: role of histidine 244 and methionine 261,2007', 13: 'Glyphosate resistance by engineering the flavoenzyme glycine oxidase. J. Biol,2009', 21: 'Novel biosensors based on optimized glycine oxidase,2014'}"), (4.0, '12')]
1.4.3.21	Ogataea angusta	2OQE.pdb	mol_1443.sdf	7.2	25°C	[(8.1, '71'), (0.066, "{71: 'Kinetic and structural analysis of substrate specificity in two copper amine oxidases from Hansenula polymorpha,2010', 74: 'Structural analysis of aliphatic versus aromatic substrate specificity in a copper amine oxidase from Hansenula polymorpha,2013'}"), (0.066, "{71: 'Kinetic and structural analysis of substrate specificity in two copper amine oxidases from Hansenula polymorpha,2010', 74: 'Structural analysis of aliphatic versus aromatic substrate specificity in a copper amine oxidase from Hansenula polymorpha,2013'}"), (8.1, '71')]
1.4.3.21	Ogataea angusta	2OQE.pdb	mol_1444.sdf	7.2	25°C	[(2.18, '71'), (6.2, '71'), (6.2, '71'), (2.18, '71')]
1.4.3.3	Homo sapiens	7U9U.pdb	mol_1464.sdf	8.5	25°C	[(3.0, '185'), (8.6, '184'), (8.6, '184'), (3.0, '185')]
1.4.3.3	Homo sapiens	7U9U.pdb	mol_395.sdf	8.5	25°C	[(2.5, '145'), (8.6, '185'), (2.5, '145'), (3.0, "{145: 'Effect of ligand binding on human D-amino acid oxidase: implications for the development of new drugs for schizophrenia treatment,2010', 147: 'Structure-function relationships in human D-amino acid oxidase,2012'}"), (8.6, '185'), (2.5, '145'), (8.6, '185'), (3.0, "{145: 'Effect of ligand binding on human D-amino acid oxidase: implications for the development of new drugs for schizophrenia treatment,2010', 147: 'Structure-function relationships in human D-amino acid oxidase,2012'}"), (3.0, "{145: 'Effect of ligand binding on human D-amino acid oxidase: implications for the development of new drugs for schizophrenia treatment,2010', 147: 'Structure-function relationships in human D-amino acid oxidase,2012'}"), (2.5, '145'), (3.0, "{145: 'Effect of ligand binding on human D-amino acid oxidase: implications for the development of new drugs for schizophrenia treatment,2010', 147: 'Structure-function relationships in human D-amino acid oxidase,2012'}"), (8.6, '185')]
1.4.3.3	Rhodotorula toruloides	1C0P.pdb	mol_1482.sdf	8.5	25°C	[(350.0, '45,49'), (5000.0, '2'), (5000.0, '2'), (350.0, '45,49')]
1.4.3.3	Rhodotorula toruloides	1C0P.pdb	mol_1437.sdf	-----	-----	[(33.8, '116'), (13.8, '116'), (33.8, '116'), (350.0, "{30: 'Role of arginine 285 in the active site of Rhodotorula gracilis D-amino acid oxidase. A site-directed mutagenesis study. J. Biol,2000', 37: 'D-Amino acid oxidase: new findings. Cell. Mol,2000', 94: 'Engineering the properties of D-amino acid oxidases by a rational and a directed evolution approach. Curr. Protein Pept,2007'}"), (13.8, '116'), (33.8, '116'), (13.8, '116'), (350.0, "{30: 'Role of arginine 285 in the active site of Rhodotorula gracilis D-amino acid oxidase. A site-directed mutagenesis study. J. Biol,2000', 37: 'D-Amino acid oxidase: new findings. Cell. Mol,2000', 94: 'Engineering the properties of D-amino acid oxidases by a rational and a directed evolution approach. Curr. Protein Pept,2007'}"), (350.0, "{30: 'Role of arginine 285 in the active site of Rhodotorula gracilis D-amino acid oxidase. A site-directed mutagenesis study. J. Biol,2000', 37: 'D-Amino acid oxidase: new findings. Cell. Mol,2000', 94: 'Engineering the properties of D-amino acid oxidases by a rational and a directed evolution approach. Curr. Protein Pept,2007'}"), (33.8, '116'), (350.0, "{30: 'Role of arginine 285 in the active site of Rhodotorula gracilis D-amino acid oxidase. A site-directed mutagenesis study. J. Biol,2000', 37: 'D-Amino acid oxidase: new findings. Cell. Mol,2000', 94: 'Engineering the properties of D-amino acid oxidases by a rational and a directed evolution approach. Curr. Protein Pept,2007'}"), (13.8, '116')]
1.4.3.4	Aspergillus niger	2VVM.pdb	mol_1506.sdf	7.8	30°C	[(2.882, '266'), (1.213, '266'), (1.213, '266'), (2.882, '266')]
1.4.4.2	Homo sapiens	6I34.pdb	mol_1429.sdf	7	25°C	[(0.016, '48'), (0.047, '48'), (0.016, '48'), (0.033, '48'), (0.016, '48'), (0.00014, '48'), (0.016, '48'), (0.0001, '48'), (0.016, '48'), (0.031, '48'), (0.016, '48'), (0.019, '48'), (0.047, '48'), (0.016, '48'), (0.047, '48'), (0.033, '48'), (0.047, '48'), (0.00014, '48'), (0.047, '48'), (0.0001, '48'), (0.047, '48'), (0.031, '48'), (0.047, '48'), (0.019, '48'), (0.033, '48'), (0.016, '48'), (0.033, '48'), (0.047, '48'), (0.033, '48'), (0.00014, '48'), (0.033, '48'), (0.0001, '48'), (0.033, '48'), (0.031, '48'), (0.033, '48'), (0.019, '48'), (0.00014, '48'), (0.016, '48'), (0.00014, '48'), (0.047, '48'), (0.00014, '48'), (0.033, '48'), (0.00014, '48'), (0.0001, '48'), (0.00014, '48'), (0.031, '48'), (0.00014, '48'), (0.019, '48'), (0.0001, '48'), (0.016, '48'), (0.0001, '48'), (0.047, '48'), (0.0001, '48'), (0.033, '48'), (0.0001, '48'), (0.00014, '48'), (0.0001, '48'), (0.031, '48'), (0.0001, '48'), (0.019, '48'), (0.031, '48'), (0.016, '48'), (0.031, '48'), (0.047, '48'), (0.031, '48'), (0.033, '48'), (0.031, '48'), (0.00014, '48'), (0.031, '48'), (0.0001, '48'), (0.031, '48'), (0.019, '48'), (0.019, '48'), (0.016, '48'), (0.019, '48'), (0.047, '48'), (0.019, '48'), (0.033, '48'), (0.019, '48'), (0.00014, '48'), (0.019, '48'), (0.0001, '48'), (0.019, '48'), (0.031, '48')]
1.5.1.20	Escherichia coli	3FST.pdb	mol_35.sdf	7.2	25°C	[(55.0, '161'), (10.4, '161'), (10.4, '161'), (55.0, '161')]
