EC_number,Organism_name,Protein_file,Mol_file,pH,Temperature,Km_value_with_ref,Value_to_be_retained_for_model,pH,Temperature,Error,Comments
1.4.1.2,Bos taurus,6DHQ.pdb,mol_1407.sdf,7.5,-----,"[(0.39, '102'), (1.06, '102'), (0.39, '102'), (1.27, '102'), (0.39, '102'), (1.17, '102'), (0.39, '102'), (1.62, '102'), (0.39, '102'), (1.53, '102'), (0.39, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.06, '102'), (0.39, '102'), (1.06, '102'), (1.27, '102'), (1.06, '102'), (1.17, '102'), (1.06, '102'), (1.62, '102'), (1.06, '102'), (1.53, '102'), (1.06, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.27, '102'), (0.39, '102'), (1.27, '102'), (1.06, '102'), (1.27, '102'), (1.17, '102'), (1.27, '102'), (1.62, '102'), (1.27, '102'), (1.53, '102'), (1.27, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.17, '102'), (0.39, '102'), (1.17, '102'), (1.06, '102'), (1.17, '102'), (1.27, '102'), (1.17, '102'), (1.62, '102'), (1.17, '102'), (1.53, '102'), (1.17, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.62, '102'), (0.39, '102'), (1.62, '102'), (1.06, '102'), (1.62, '102'), (1.27, '102'), (1.62, '102'), (1.17, '102'), (1.62, '102'), (1.53, '102'), (1.62, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.53, '102'), (0.39, '102'), (1.53, '102'), (1.06, '102'), (1.53, '102'), (1.27, '102'), (1.53, '102'), (1.17, '102'), (1.53, '102'), (1.62, '102'), (1.53, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (0.39, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.06, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.27, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.17, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.62, '102'), (1.38, ""{102: 'Novel inhibitors complexed with glutamate dehydrogenase: allosteric regulation by control of protein dynamics. J. Biol,2009'}""), (1.53, '102')]","[(1.38, '102'), (1.62, '102')]",7.5,-----,-----,Value wihtout any inhibitors considered
1.4.1.4,Aspergillus niger,5XWC.pdb,mol_93.sdf,8,-----,"[(0.023, '115'), (0.044, ""{17: 'NADP-specific glutamate dehydrogenase from alkalophilic Bacillus sp. KSM-635: purification and enzymic properties. Biosci. Biotechnol,1996', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (0.023, '115'), (0.011, ""{82: 'Aspergillus terreus NADP-glutamate dehydrogenase is kinetically distinct from the allosteric enzyme of other Aspergilli. Mycol,2009', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (0.044, ""{17: 'NADP-specific glutamate dehydrogenase from alkalophilic Bacillus sp. KSM-635: purification and enzymic properties. Biosci. Biotechnol,1996', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (0.023, '115'), (0.044, ""{17: 'NADP-specific glutamate dehydrogenase from alkalophilic Bacillus sp. KSM-635: purification and enzymic properties. Biosci. Biotechnol,1996', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (0.011, ""{82: 'Aspergillus terreus NADP-glutamate dehydrogenase is kinetically distinct from the allosteric enzyme of other Aspergilli. Mycol,2009', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (0.011, ""{82: 'Aspergillus terreus NADP-glutamate dehydrogenase is kinetically distinct from the allosteric enzyme of other Aspergilli. Mycol,2009', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (0.023, '115'), (0.011, ""{82: 'Aspergillus terreus NADP-glutamate dehydrogenase is kinetically distinct from the allosteric enzyme of other Aspergilli. Mycol,2009', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (0.044, ""{17: 'NADP-specific glutamate dehydrogenase from alkalophilic Bacillus sp. KSM-635: purification and enzymic properties. Biosci. Biotechnol,1996', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}"")]","[(0.023, '115'), (0.011, '82')]",8,-----,-----,Value of active enzyme considered
1.4.1.4,Aspergillus niger,5XWC.pdb,mol_337.sdf,8,-----,"[(5.7, '115'), (25.1, '115'), (5.7, '115'), (4.78, ""{69: 'Allosteric NADP-glutamate dehydrogenase from aspergilli: purification, characterization and implications for metabolic regulation at the carbon-nitrogen interface,2005', 82: 'Aspergillus terreus NADP-glutamate dehydrogenase is kinetically distinct from the allosteric enzyme of other Aspergilli. Mycol,2009', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (25.1, '115'), (5.7, '115'), (25.1, '115'), (4.78, ""{69: 'Allosteric NADP-glutamate dehydrogenase from aspergilli: purification, characterization and implications for metabolic regulation at the carbon-nitrogen interface,2005', 82: 'Aspergillus terreus NADP-glutamate dehydrogenase is kinetically distinct from the allosteric enzyme of other Aspergilli. Mycol,2009', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (4.78, ""{69: 'Allosteric NADP-glutamate dehydrogenase from aspergilli: purification, characterization and implications for metabolic regulation at the carbon-nitrogen interface,2005', 82: 'Aspergillus terreus NADP-glutamate dehydrogenase is kinetically distinct from the allosteric enzyme of other Aspergilli. Mycol,2009', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (5.7, '115'), (4.78, ""{69: 'Allosteric NADP-glutamate dehydrogenase from aspergilli: purification, characterization and implications for metabolic regulation at the carbon-nitrogen interface,2005', 82: 'Aspergillus terreus NADP-glutamate dehydrogenase is kinetically distinct from the allosteric enzyme of other Aspergilli. Mycol,2009', 115: 'Mixed disulfide formation at Cys141 leads to apparent unidirectional attenuation of Aspergillus niger NADP-glutamate dehydrogenase activity,2014'}""), (25.1, '115')]",-----,8,-----,Wild-type data not present in BRENDA,-----
1.4.1.4,Aspergillus niger,5XWC.pdb,mol_1412.sdf,8,-----,"[(1.1, '115'), (1.05, '115'), (1.1, '115'), (2.6, '115'), (1.05, '115'), (1.1, '115'), (1.05, '115'), (2.6, '115'), (2.6, '115'), (1.1, '115'), (2.6, '115'), (1.05, '115')]","[(1.1, '115'), (1.05, '115')]",8,-----,-----,Value of active enzyme considered
1.4.3.10,Rhodococcus erythropolis,2YG4.pdb,mol_1426.sdf,8,25°C,"[(0.0086, '27'), (0.082, '24'), (0.0086, '27'), (0.0082, ""{17: 'Discovery and characterization of a putrescine oxidase from Rhodococcus erythropolis NCIMB 11540. Appl. Microbiol,2008', 27: 'Self-immobilized putrescine oxidase biocatalyst system engineered with a metal binding peptide,2020'}""), (0.082, '24'), (0.0086, '27'), (0.082, '24'), (0.0082, ""{17: 'Discovery and characterization of a putrescine oxidase from Rhodococcus erythropolis NCIMB 11540. Appl. Microbiol,2008', 27: 'Self-immobilized putrescine oxidase biocatalyst system engineered with a metal binding peptide,2020'}""), (0.0082, ""{17: 'Discovery and characterization of a putrescine oxidase from Rhodococcus erythropolis NCIMB 11540. Appl. Microbiol,2008', 27: 'Self-immobilized putrescine oxidase biocatalyst system engineered with a metal binding peptide,2020'}""), (0.0086, '27'), (0.0082, ""{17: 'Discovery and characterization of a putrescine oxidase from Rhodococcus erythropolis NCIMB 11540. Appl. Microbiol,2008', 27: 'Self-immobilized putrescine oxidase biocatalyst system engineered with a metal binding peptide,2020'}""), (0.082, '24')]","[(0.0086, '27'), (0.0082, '17')]",8,25°C,-----,Wrong data curation in BRENDA
1.4.3.19,Bacillus subtilis,1RYI.pdb,mol_1429.sdf,8.5,25°C,"[(3.8, '12'), (0.7, ""{7: 'Glycine oxidase from Bacillus subtilis: role of histidine 244 and methionine 261,2007', 13: 'Glyphosate resistance by engineering the flavoenzyme glycine oxidase. J. Biol,2009', 21: 'Novel biosensors based on optimized glycine oxidase,2014'}""), (0.7, ""{7: 'Glycine oxidase from Bacillus subtilis: role of histidine 244 and methionine 261,2007', 13: 'Glyphosate resistance by engineering the flavoenzyme glycine oxidase. J. Biol,2009', 21: 'Novel biosensors based on optimized glycine oxidase,2014'}""), (3.8, '12')]","(3.8, '12')",8.5,25°C,-----,Apparent Km values not considered
1.4.3.20,Marinomonas mediterranea,3WEU.pdb,mol_505.sdf,7.5,25°C,"[(0.0372, '12'), (0.199, '9'), (0.199, '9'), (0.0372, '12')]","(0.199, '9')",7.5,25°C,-----,Other value not found
1.4.3.21,Homo sapiens,2C10.pdb,mol_1443.sdf,7.4,37°C,"[(0.184, '72'), (0.0845, '82'), (0.0845, '82'), (0.184, '72')]","[(0.184, '72'), (0.0845, '82')]",7.4,37°C,-----,Effect of buffers on kinetics not considered for the model
1.4.3.3,Homo sapiens,7U9U.pdb,mol_1464.sdf,8.5,25°C,"[(0.6, '184'), (7.5, '185'), (7.5, '185'), (0.6, '184')]","(0.6, '184')",8.5,25°C,-----,Wrong data curation in BRENDA
1.4.3.3,Homo sapiens,7U9U.pdb,mol_395.sdf,8.5,25°C,"[(7.0, '145'), (4.0, '145'), (7.0, '145'), (0.6, ""{185: 'Substitution of arginine 120 in human D-amino acid oxidase favors FAD-binding and nuclear mistargeting. Front. Mol,2019'}""), (4.0, '145'), (7.0, '145'), (4.0, '145'), (0.6, ""{185: 'Substitution of arginine 120 in human D-amino acid oxidase favors FAD-binding and nuclear mistargeting. Front. Mol,2019'}""), (0.6, ""{185: 'Substitution of arginine 120 in human D-amino acid oxidase favors FAD-binding and nuclear mistargeting. Front. Mol,2019'}""), (7.0, '145'), (0.6, ""{185: 'Substitution of arginine 120 in human D-amino acid oxidase favors FAD-binding and nuclear mistargeting. Front. Mol,2019'}""), (4.0, '145')]","(4.0, '145'), (7.0, '145')",8.5,25°C,-----,Wrong data curation in BRENDA
1.4.3.3,Rhodotorula toruloides,1C0P.pdb,mol_1482.sdf,8.5,25°C,"[(2.6, '49'), (0.8, ""{2: 'Engineering the substrate specificity of D-amino-acid oxidase. J. Biol,2002', 45: 'On the mechanism of Rhodotorula gracilis D-amino acid oxidase: role of the active site serine 335. Biochim. Biophys,2004'}""), (2.6, '49'), (0.8, ""{2: 'Engineering the substrate specificity of D-amino-acid oxidase. J. Biol,2002', 45: 'On the mechanism of Rhodotorula gracilis D-amino acid oxidase: role of the active site serine 335. Biochim. Biophys,2004'}""), (0.8, ""{2: 'Engineering the substrate specificity of D-amino-acid oxidase. J. Biol,2002', 45: 'On the mechanism of Rhodotorula gracilis D-amino acid oxidase: role of the active site serine 335. Biochim. Biophys,2004'}""), (2.6, '49'), (0.8, ""{2: 'Engineering the substrate specificity of D-amino-acid oxidase. J. Biol,2002', 45: 'On the mechanism of Rhodotorula gracilis D-amino acid oxidase: role of the active site serine 335. Biochim. Biophys,2004'}""), (2.6, '49')]","[(2.6, '49'), (0.8, '2')]",8.5,25°C,-----,Both values are correct
1.4.3.3,Rhodotorula toruloides,1C0P.pdb,mol_1437.sdf,-----,-----,"[(2.6, ""{30: 'Role of arginine 285 in the active site of Rhodotorula gracilis D-amino acid oxidase. A site-directed mutagenesis study. J. Biol,2000', 94: 'Engineering the properties of D-amino acid oxidases by a rational and a directed evolution approach. Curr. Protein Pept,2007', 119: 'Optimization of D-amino acid oxidase for low substrate concentrations - towards a cancer enzyme therapy,2009', 141: 'O2 reactivity of flavoproteins: dynamic access of dioxygen to the active site and role of a H+ relay system in D-amino acid oxidase. J. Biol,2010'}""), (1.0, ""{29: 'Effects of hydrogen bond in association with flavin and substrate in flavoenzyme D-amino acid oxidase. The catalytic and structural roles of gly313 and thr317. J,2002', 34: 'Design and properties of human D-amino acid oxidase with covalently attached flavin. Proc. Natl. Acad. Sci,2000', 92: 'Physiological functions of D-amino acid oxidases: from yeast to humans. Cell. Mol,2007', 116: 'Stabilization of D-amino acid oxidase from Rhodosporidium toruloides by immobilization onto magnetic nanoparticles. Biotechnol,2009'}""), (2.6, ""{30: 'Role of arginine 285 in the active site of Rhodotorula gracilis D-amino acid oxidase. A site-directed mutagenesis study. J. Biol,2000', 94: 'Engineering the properties of D-amino acid oxidases by a rational and a directed evolution approach. Curr. Protein Pept,2007', 119: 'Optimization of D-amino acid oxidase for low substrate concentrations - towards a cancer enzyme therapy,2009', 141: 'O2 reactivity of flavoproteins: dynamic access of dioxygen to the active site and role of a H+ relay system in D-amino acid oxidase. J. Biol,2010'}""), (0.7, ""{86: 'Investigating the role of active site residues of Rhodotorula gracilis D-amino acid oxidase on its substrate specificity,2007', 116: 'Stabilization of D-amino acid oxidase from Rhodosporidium toruloides by immobilization onto magnetic nanoparticles. Biotechnol,2009'}""), (1.0, ""{29: 'Effects of hydrogen bond in association with flavin and substrate in flavoenzyme D-amino acid oxidase. The catalytic and structural roles of gly313 and thr317. J,2002', 34: 'Design and properties of human D-amino acid oxidase with covalently attached flavin. Proc. Natl. Acad. Sci,2000', 92: 'Physiological functions of D-amino acid oxidases: from yeast to humans. Cell. Mol,2007', 116: 'Stabilization of D-amino acid oxidase from Rhodosporidium toruloides by immobilization onto magnetic nanoparticles. Biotechnol,2009'}""), (2.6, ""{30: 'Role of arginine 285 in the active site of Rhodotorula gracilis D-amino acid oxidase. A site-directed mutagenesis study. J. Biol,2000', 94: 'Engineering the properties of D-amino acid oxidases by a rational and a directed evolution approach. Curr. Protein Pept,2007', 119: 'Optimization of D-amino acid oxidase for low substrate concentrations - towards a cancer enzyme therapy,2009', 141: 'O2 reactivity of flavoproteins: dynamic access of dioxygen to the active site and role of a H+ relay system in D-amino acid oxidase. J. Biol,2010'}""), (1.0, ""{29: 'Effects of hydrogen bond in association with flavin and substrate in flavoenzyme D-amino acid oxidase. The catalytic and structural roles of gly313 and thr317. J,2002', 34: 'Design and properties of human D-amino acid oxidase with covalently attached flavin. Proc. Natl. Acad. Sci,2000', 92: 'Physiological functions of D-amino acid oxidases: from yeast to humans. Cell. Mol,2007', 116: 'Stabilization of D-amino acid oxidase from Rhodosporidium toruloides by immobilization onto magnetic nanoparticles. Biotechnol,2009'}""), (0.7, ""{86: 'Investigating the role of active site residues of Rhodotorula gracilis D-amino acid oxidase on its substrate specificity,2007', 116: 'Stabilization of D-amino acid oxidase from Rhodosporidium toruloides by immobilization onto magnetic nanoparticles. Biotechnol,2009'}""), (0.7, ""{86: 'Investigating the role of active site residues of Rhodotorula gracilis D-amino acid oxidase on its substrate specificity,2007', 116: 'Stabilization of D-amino acid oxidase from Rhodosporidium toruloides by immobilization onto magnetic nanoparticles. Biotechnol,2009'}""), (2.6, ""{30: 'Role of arginine 285 in the active site of Rhodotorula gracilis D-amino acid oxidase. A site-directed mutagenesis study. J. Biol,2000', 94: 'Engineering the properties of D-amino acid oxidases by a rational and a directed evolution approach. Curr. Protein Pept,2007', 119: 'Optimization of D-amino acid oxidase for low substrate concentrations - towards a cancer enzyme therapy,2009', 141: 'O2 reactivity of flavoproteins: dynamic access of dioxygen to the active site and role of a H+ relay system in D-amino acid oxidase. J. Biol,2010'}""), (0.7, ""{86: 'Investigating the role of active site residues of Rhodotorula gracilis D-amino acid oxidase on its substrate specificity,2007', 116: 'Stabilization of D-amino acid oxidase from Rhodosporidium toruloides by immobilization onto magnetic nanoparticles. Biotechnol,2009'}""), (1.0, ""{29: 'Effects of hydrogen bond in association with flavin and substrate in flavoenzyme D-amino acid oxidase. The catalytic and structural roles of gly313 and thr317. J,2002', 34: 'Design and properties of human D-amino acid oxidase with covalently attached flavin. Proc. Natl. Acad. Sci,2000', 92: 'Physiological functions of D-amino acid oxidases: from yeast to humans. Cell. Mol,2007', 116: 'Stabilization of D-amino acid oxidase from Rhodosporidium toruloides by immobilization onto magnetic nanoparticles. Biotechnol,2009'}"")]","[(0.7, '86'), (1.0, '29')]",-----,-----,-----,Wrong data curation in our code
1.4.3.4,Homo sapiens,1S3E.pdb,mol_1442.sdf,7.4,30°C,"[(0.423, '237'), (0.0449, '237'), (0.0449, '237'), (0.423, '237')]",-----,7.4,30°C,Not confident on whether oxidative or reductive reaction is represented in PDB,-----
1.4.3.4,Homo sapiens,1S3E.pdb,mol_1443.sdf,7.4,30°C,"[(0.0109, '237'), (0.0485, '237'), (0.0485, '237'), (0.0109, '237')]",-----,7.4,30°C,Not confident on whether oxidative or reductive reaction is represented in PDB,-----
1.4.3.4,Aspergillus niger,2VVM.pdb,mol_1506.sdf,7.8,30°C,"[(1.47, '266'), (7.06, '266'), (7.06, '266'), (1.47, '266')]",-----,7.8,30°C,Wrong data curation in our code,-----
1.4.3.4,Aspergillus niger,2VVM.pdb,mol_1507.sdf,7.8,30°C,"[(0.51, '266'), (5.85, '266'), (5.85, '266'), (0.51, '266')]",-----,7.8,30°C,Wrong data curation in our code,-----
1.4.4.2,Homo sapiens,6I34.pdb,mol_1429.sdf,7,25°C,"[(1.3, '48'), (0.0003, '48'), (1.3, '48'), (0.00031, '48'), (1.3, '48'), (2.1, '48'), (1.3, '48'), (0.00037, '48'), (0.0003, '48'), (1.3, '48'), (0.0003, '48'), (0.00031, '48'), (0.0003, '48'), (2.1, '48'), (0.0003, '48'), (0.00037, '48'), (0.00031, '48'), (1.3, '48'), (0.00031, '48'), (0.0003, '48'), (0.00031, '48'), (2.1, '48'), (0.00031, '48'), (0.00037, '48'), (2.1, '48'), (1.3, '48'), (2.1, '48'), (0.0003, '48'), (2.1, '48'), (0.00031, '48'), (2.1, '48'), (0.00037, '48'), (0.00037, '48'), (1.3, '48'), (0.00037, '48'), (0.0003, '48'), (0.00037, '48'), (0.00031, '48'), (0.00037, '48'), (2.1, '48')]","(0.0003, '48')",7,25°C,-----,Value in the absence of lipoylated H protein considered
1.5.1.2,Homo sapiens,5UAV.pdb,mol_35.sdf,7.5,37°C,"[(0.07, '67'), (0.3, '72'), (0.07, '67'), (0.298, '72'), (0.3, '72'), (0.07, '67'), (0.3, '72'), (0.298, '72'), (0.298, '72'), (0.07, '67'), (0.298, '72'), (0.3, '72')]","[(0.07, '67'), (0.298, '72')]",7.5,37°C,-----,Other value not found
1.5.1.2,Homo sapiens,5UAV.pdb,mol_1246.sdf,7.5,37°C,"[(0.667, '67'), (0.99, '72'), (0.667, '67'), (1.51, '72'), (0.667, '67'), (0.949, '72'), (0.667, '67'), (1.509, '72'), (0.99, '72'), (0.667, '67'), (0.99, '72'), (1.51, '72'), (0.99, '72'), (0.949, '72'), (0.99, '72'), (1.509, '72'), (1.51, '72'), (0.667, '67'), (1.51, '72'), (0.99, '72'), (1.51, '72'), (0.949, '72'), (1.51, '72'), (1.509, '72'), (0.949, '72'), (0.667, '67'), (0.949, '72'), (0.99, '72'), (0.949, '72'), (1.51, '72'), (0.949, '72'), (1.509, '72'), (1.509, '72'), (0.667, '67'), (1.509, '72'), (0.99, '72'), (1.509, '72'), (1.51, '72'), (1.509, '72'), (0.949, '72')]","[(0.667, '67'), (0.99, '72'), (0.949, '72')]",7.5,37°C,-----,Values with NADPH as cofactor considered
1.5.1.20,Escherichia coli,3FST.pdb,mol_35.sdf,7.2,25°C,"[(0.066, '161'), (0.02, ""{34: 'Folate activation and catalysis in methylenetetrahydrofolate reductase from Escherichia coli: Roles for aspartate 120 and glutamate 28,2001', 161: 'Functional role for the conformationally mobile phenylalanine 223 in the reaction of methylenetetrahydrofolate reductase from Escherichia coli,2009'}""), (0.02, ""{34: 'Folate activation and catalysis in methylenetetrahydrofolate reductase from Escherichia coli: Roles for aspartate 120 and glutamate 28,2001', 161: 'Functional role for the conformationally mobile phenylalanine 223 in the reaction of methylenetetrahydrofolate reductase from Escherichia coli,2009'}""), (0.066, '161')]",-----,7.2,25°C,Effect of cosubstrates,-----
1.5.1.3,Homo sapiens,1KMV.pdb,mol_1517.sdf,7.4,37°C,"[(0.0027, ""{72: 'Expression and characterization of recombinant human-derived Pneumocystis carinii dihydrofolate reductase. Antimicrob,2000', 173: 'Increasing methotrexate resistance by combination of active-site mutations in human dihydrofolate reductase. J. Mol,2007', 203: 'Correlations of inhibitor kinetics for Pneumocystis jirovecii and human dihydrofolate reductase with structural data for human active site mutant enzyme complexes (dagger) (double dagger),2009', 206: 'Design, synthesis, and X-ray crystal structures of 2,4-diaminofuro[2,3-d]pyrimidines as multireceptor tyrosine kinase and dihydrofolate reductase inhibitors. Bioorg. Med,2009', 235: 'Probing the roles of conserved arginine-44 of Escherichia coli dihydrofolate reductase in its function and stability by systematic sequence perturbation analysis. Biochem. Biophys. Res,2010', 268: 'Effect of dimerization on dihydrofolate reductase catalysis,2013'}""), (0.0007, ""{153: 'Substrate and inhibitor specificity of Mycobacterium avium dihydrofolate reductase,2007', 235: 'Probing the roles of conserved arginine-44 of Escherichia coli dihydrofolate reductase in its function and stability by systematic sequence perturbation analysis. Biochem. Biophys. Res,2010', 252: 'Kinetic and structural analysis for potent antifolate inhibition of Pneumocystis jirovecii, Pneumocystis carinii, and human dihydrofolate reductases and their active-site variants. Antimicrob,2013', 268: 'Effect of dimerization on dihydrofolate reductase catalysis,2013', 297: 'Chimeric dihydrofolate reductases display properties of modularity and biophysical diversity,2019'}""), (0.0027, ""{72: 'Expression and characterization of recombinant human-derived Pneumocystis carinii dihydrofolate reductase. Antimicrob,2000', 173: 'Increasing methotrexate resistance by combination of active-site mutations in human dihydrofolate reductase. J. Mol,2007', 203: 'Correlations of inhibitor kinetics for Pneumocystis jirovecii and human dihydrofolate reductase with structural data for human active site mutant enzyme complexes (dagger) (double dagger),2009', 206: 'Design, synthesis, and X-ray crystal structures of 2,4-diaminofuro[2,3-d]pyrimidines as multireceptor tyrosine kinase and dihydrofolate reductase inhibitors. Bioorg. Med,2009', 235: 'Probing the roles of conserved arginine-44 of Escherichia coli dihydrofolate reductase in its function and stability by systematic sequence perturbation analysis. Biochem. Biophys. Res,2010', 268: 'Effect of dimerization on dihydrofolate reductase catalysis,2013'}""), (0.0007, ""{153: 'Substrate and inhibitor specificity of Mycobacterium avium dihydrofolate reductase,2007', 235: 'Probing the roles of conserved arginine-44 of Escherichia coli dihydrofolate reductase in its function and stability by systematic sequence perturbation analysis. Biochem. Biophys. Res,2010', 252: 'Kinetic and structural analysis for potent antifolate inhibition of Pneumocystis jirovecii, Pneumocystis carinii, and human dihydrofolate reductases and their active-site variants. Antimicrob,2013', 268: 'Effect of dimerization on dihydrofolate reductase catalysis,2013', 297: 'Chimeric dihydrofolate reductases display properties of modularity and biophysical diversity,2019'}""), (0.0007, ""{153: 'Substrate and inhibitor specificity of Mycobacterium avium dihydrofolate reductase,2007', 235: 'Probing the roles of conserved arginine-44 of Escherichia coli dihydrofolate reductase in its function and stability by systematic sequence perturbation analysis. Biochem. Biophys. Res,2010', 252: 'Kinetic and structural analysis for potent antifolate inhibition of Pneumocystis jirovecii, Pneumocystis carinii, and human dihydrofolate reductases and their active-site variants. Antimicrob,2013', 268: 'Effect of dimerization on dihydrofolate reductase catalysis,2013', 297: 'Chimeric dihydrofolate reductases display properties of modularity and biophysical diversity,2019'}""), (0.0027, ""{72: 'Expression and characterization of recombinant human-derived Pneumocystis carinii dihydrofolate reductase. Antimicrob,2000', 173: 'Increasing methotrexate resistance by combination of active-site mutations in human dihydrofolate reductase. J. Mol,2007', 203: 'Correlations of inhibitor kinetics for Pneumocystis jirovecii and human dihydrofolate reductase with structural data for human active site mutant enzyme complexes (dagger) (double dagger),2009', 206: 'Design, synthesis, and X-ray crystal structures of 2,4-diaminofuro[2,3-d]pyrimidines as multireceptor tyrosine kinase and dihydrofolate reductase inhibitors. Bioorg. Med,2009', 235: 'Probing the roles of conserved arginine-44 of Escherichia coli dihydrofolate reductase in its function and stability by systematic sequence perturbation analysis. Biochem. Biophys. Res,2010', 268: 'Effect of dimerization on dihydrofolate reductase catalysis,2013'}""), (0.0007, ""{153: 'Substrate and inhibitor specificity of Mycobacterium avium dihydrofolate reductase,2007', 235: 'Probing the roles of conserved arginine-44 of Escherichia coli dihydrofolate reductase in its function and stability by systematic sequence perturbation analysis. Biochem. Biophys. Res,2010', 252: 'Kinetic and structural analysis for potent antifolate inhibition of Pneumocystis jirovecii, Pneumocystis carinii, and human dihydrofolate reductases and their active-site variants. Antimicrob,2013', 268: 'Effect of dimerization on dihydrofolate reductase catalysis,2013', 297: 'Chimeric dihydrofolate reductases display properties of modularity and biophysical diversity,2019'}""), (0.0027, ""{72: 'Expression and characterization of recombinant human-derived Pneumocystis carinii dihydrofolate reductase. Antimicrob,2000', 173: 'Increasing methotrexate resistance by combination of active-site mutations in human dihydrofolate reductase. J. Mol,2007', 203: 'Correlations of inhibitor kinetics for Pneumocystis jirovecii and human dihydrofolate reductase with structural data for human active site mutant enzyme complexes (dagger) (double dagger),2009', 206: 'Design, synthesis, and X-ray crystal structures of 2,4-diaminofuro[2,3-d]pyrimidines as multireceptor tyrosine kinase and dihydrofolate reductase inhibitors. Bioorg. Med,2009', 235: 'Probing the roles of conserved arginine-44 of Escherichia coli dihydrofolate reductase in its function and stability by systematic sequence perturbation analysis. Biochem. Biophys. Res,2010', 268: 'Effect of dimerization on dihydrofolate reductase catalysis,2013'}"")]","[(0.0027, '72'), (0.0007, '153')]",7.4,37°C,-----,Both values are correct
