ID	Title	Authors	Journal	Year	Pages	Volume	PMID
132	Large-scale stereoselective enzymatic ketone reduction with in-situ product removal via polymeric adsorbent resins. Enzyme Microb	Vicenzi, J.T.,Zmijewski, M.J.,Reinhard, M.R.,Landen, B.E.,Muth, W.L.,Marler, P.G.	Technol.	1997	494-499	20	-----
133	Synthesis, biological profile, and quantitative structure-activity relationship of a series of novel 3-hydroxy-3-methylglutaryl coenzyme A reductase inhibitors. J. Med	Sit, S.Y.,Parker, R.A.,Motoc, I.,Han, W.,Balasubramanian, N.	Chem.	1990	2982-2999	33	2231596
134	An enantioselective synthesis of the topically-active carbonic anhydrase inhibitor MK-0507:5,6-dihydro-(s)-4-(ethylamino)-(s)-6-mehtyl-4H-thieno[2 3-beta]thiopyran-2-sulfonamide 7,7-dioxide hydrochloride. J. Org	Blacklock, T.J.,Sohar, P.,Butcher, J.W.,Lamanec, T.,Grabowski, E.J.J.	Chem.	1993	1672-1679	58	-----
135	Characteristics of alcohol dehydrogenases of certain aerobic bacteria representing human colonic flora. Alcohol. Clin. Exp	Nosova, T.,Jousimies-Somer, H.,Kaihovaara, P.,Jokelainen, K.,Heine, R.,Salaspuro, M.	Res.	1997	489-494	21	9161610
136	Detection of NAD+dependent alcohol dehydrogenase activities in YR-1 strain of Mucor circinelloides, a potential bioremediator of petroleum contaminated soils. Appl. Biochem	Duron-Castellanos, A.,Zazueta-Novoa, V.,Silva-Jimenez, H.,Alvarado-Caudillo, Y.,Pena Cabrera, E.,Zazueta-Sandoval, R.	Biotechnol.	2005	279-288	121-124	15917606
137	Purification and characterization of a novel alcohol dehydrogenase from Leifsonia sp. strain S749: a promising biocatalyst for an asymmetric hydrogen transfer bioreduction. Appl. Environ	Inoue, K.,Makino, Y.,Itoh, N.	Microbiol.	2005	3633-3641	71	16000771
138	Production and characterization of a thermostable alcohol dehydrogenase that belongs to the aldo-keto reductase uperfamily. Appl. Environ	Machielsen, R.,Uria, A.R.,Kengen, S.W.,van der Oost, J.	Microbiol.	2006	233-238	72	16391048
139	Effects of pressure on deuterium isotope effects of yeast alcohol dehydrogenase using alternative substrates. Arch. Biochem	Park, H.,Kidman, G.,Northrop, D.B.	Biophys.	2005	335-340	433	15581588
140	Physiological regulation of the properties of alcohol dehydrogenase II (ADH II) of Zymomonas mobilis: NADH renders ADH II resistant to cyanide and aeration. Arch	Kalnenieks, U.,Galinina, N.,Toma, M.M.	Microbiol.	2005	450-455	183	16027951
141	In vivo contribution of class III alcohol dehydrogenase (ADH3) to alcohol metabolism through activation by cytoplasmic solution hydrophobicity. Biochim. Biophys	Haseba, T.,Duester, G.,Shimizu, A.,Yamamoto, I.,Kameyama, K.,Ohno, Y.	Acta	2006	276-283	1762	16431092
142	Tissue- and species-specific expression patterns of class I, III, and IV Adh and Aldh 1 mRNAs in rodent embryos	Westerlund, M.,Galter, D.,Carmine, A.,Olson, L.	Cell Tissue Res.	2005	227-236	322	16047160
143	Enhancement of alcohol dehydrogenase activity in vitro by acetylsalicylic acid. Eur. J	Negoro, M.,Wakabayashi, I.	Pharmacol.	2005	25-28	523	16226743
144	A cold-active and thermostable alcohol dehydrogenase of a psychrotorelant from Antarctic seawater, Flavobacterium frigidimaris KUC-1	Kazuoka, T.,Oikawa, T.,Muraoka, I.,Kuroda, S.,Soda, K.	Extremophiles	2007	257-267	11	17072683
145	Characterization of a Kluyveromyces lactis mutant with altered regulation of mitochondrial alcohol dehydrogenases	Mazzoni, C.,Iacchini, S.,Serafini, A.,Falcone, C.	FEMS Yeast Res.	2006	421-427	6	16630282
146	Relationship of ethylene biosynthesis to volatile production, related enzymes, and precursor availability in apple peel and flesh tissues. J. Agric	Defilippi, B.G.,Dandekar, A.M.,Kader, A.A.	Food Chem.	2005	3133-3141	53	15826070
147	Characterizing NAD-dependent alcohol dehydrogenase enzymes of Methylobacterium extorquens and strawberry (Fragaria x ananassa cv. Elsanta). J. Agric	Koutsompogeras, P.,Kyriacou, A.,Zabetakis, I.	Food Chem.	2006	235-242	54	16390205
148	Kinetic analysis about the effects of neutral salts on the thermal stability of yeast alcohol dehydrogenase. J	Ikegaya, K.	Biochem.	2005	349-354	137	15809336
149	Purification and characterization of the alcohol dehydrogenase with a broad substrate specificity originated from 2-phenylethanol-assimilating Brevibacterium sp. KU 1309. J. Biosci	Hirano, J.,Miyamoto, K.,Ohta, H.	Bioeng.	2005	318-322	100	16243283
150	Activity of alcohol dehydrogenase (ADH) isoenzymes and aldehyde dehydrogenase (ALDH) in the sera of patients with breast cancer. J. Clin. Lab	Jelski, W.,Chrostek, L.,Markiewicz, W.,Szmitkowski, M.	Anal.	2006	105-108	20	16721836
151	Two highly divergent alcohol dehydrogenases of melon exhibit fruit ripening-specific expression and distinct biochemical characteristics. Plant Mol	Manriquez, D.,El-Sharkawy, I.,Flores, F.B.,El-Yahyaoui, F.,Regad, F.,Bouzayen, M.,Latche, A.,Pech, J.C.	Biol.	2006	675-685	61	16897483
152	Elimination of twinning in crystals of Sulfolobus sofataricus alcohol dehydrogenase holo-enzyme by growth in agarose gels. Acta Crystallogr. Sect	Sica, F.,Demasi, D.,Mazzarella, D.L.,Zagari, A.,Capasso, S.,Pearl, L.H.,D'Auria, S.,Raia, C.A.,Rossi, M.	D	1994	508-511	50	15299411
153	Activation of Sulfolobus solfataricus alcohol dehydrogenase by modification of cysteine residue 38 with iodoacetic acid	Raia, C.A.,Caruso, C.,Marino, M.,Vespa, N.,Rossi, M.	Biochemistry	1996	638-647	35	8555238
154	Asn249Tyr substitution at the coenzyme binding domain activates Sulfolobus solfataricus alcohol dehydrogenase and increases its thermal stability.	Giordano, A.,Cannio, R.,La Cara, F.,Bartolucci, S.,Rossi, M.,Raia, C.A.	Biochemistry	1999	3043-3054	38	10074357
155	Determination of hydride transfer stereospecificity of NADH-dependent alcohol-aldehyde/ketone oxidoreductase from Sulfolobus solfataricus. Biochim. Biophys	Trincone, A.,Lama, L.,Rella, R.,D'Auria, S.,Raia, C.A.,Nicolaus, B.	Acta	1990	94-96	1041	2121281
156	Isolation and characterization of an alcohol dehydrogenase gene from the octylphenol polyethoxylate degrader Pseudomonas putida S-5. Biosci. Biotechnol	Tasaki, Y.,Yoshikawa, H.,Tamura, H.	Biochem.	2006	1855-1863	70	16926497
157	Structural study of a single-point mutant of Sulfolobus solfataricus alcohol dehydrogenase with enhanced activity.	Esposito, L.,Bruno, I.,Sica, F.,Raia, C.A.,Giordano, A.,Rossi, M.,Mazzarella, L.,Zagari, A.	FEBS Lett.	2003	14-18	539	12650918
158	The alcohol dehydrogenase gene: distribution among Sulfolobales and regulation in Sulfolobus solfataricus. FEMS Microbiol	Cannio, R.,Fiorentino, G.,Rossi, M.,Bartolucci, S.	Lett.	1999	31-39	170	9919650
159	Cloning and overexpression in Escherichia coli of the genes encoding NAD-dependent alcohol dehydrogenase from two Sulfolobus species. J	Cannio, R.,Fiorentino, G.,Carpinelli, P.,Rossi, M.,Bartolucci, S.	Bacteriol.	1996	301-305	178	8550434
160	Transcriptional regulation of the gene encoding an alcohol dehydrogenase in the archaeon Sulfolobus solfataricus involves multiple factors and control elements. J	Fiorentino, G.,Cannio, R.,Rossi, M.,Bartolucci, S.	Bacteriol.	2003	3926-3934	185	12813087
161	Crystal structure of the alcohol dehydrogenase from the hyperthermophilic archaeon Sulfolobus solfataricus at 1.85 A resolution. J. Mol	Esposito, L.,Sica, F.,Raia, C.A.,Giordano, A.,Rossi, M.,Mazzarella, L.,Zagari, A.	Biol.	2002	463-477	318	12051852
162	Proteome and transcriptional analysis of ethanol-grown Sulfolobus solfataricus P2 reveals ADH2, a potential alcohol dehydrogenase. J	Chong, P.K.,Burja, A.M.,Radianingtyas, H.,Fazeli, A.,Wright, P.C.	Proteome Res.	2007	3985-3994	6	17824633
163	Alcohol dehydrogenase from Sulfolobus solfataricus	Raia, C.A.,Giordano, A.,Rossi, M.	Methods Enzymol.	2001	176-195	331	11265460
164	A low-resolution 3D model of the tetrameric alcohol dehydrogenase from Sulfolobus solfataricus	Casadio, R.,Martelli, P.L.,Giordano, A.,Rossi, M.,Raia, C.A.	Protein Eng.	2002	215-223	15	11932492
165	Replacing the glutamate ligand in the structural zinc site of Sulfolobus solfataricus alcohol dehydrogenase with a cysteine decreases thermostability.	Ammendola, S.,Raucci, G.,Incani, O.,Mele, A.,Tramontano, A.,Wallace, A.	Protein Eng.	1995	31-37	8	7770449
166	Electroenzymatic asymmetric reduction of rac-3-methylcyclohexanone to (1S,3S)-3-methylcyclohexanol in organic/aqueous media catalyzed by a thermophilic alcohol dehydrogenase. Adv. Synth	Hoellrigl, V.,Otto, K.,Schmid, A.	Catal.	2007	1337-1340	349	-----
167	Sex differences, alcohol dehydrogenase, acetaldehyde burst, and aversion to ethanol in the rat: a systems perspective. Am. J. Physiol. Endocrinol	Quintanilla, M.E.,Tampier, L.,Sapag, A.,Gerdtzen, Z.,Israel, Y.	Metab.	2007	E531-E537	293	17488809
168	Purification, characterization, gene cloning, and expression of a novel alcohol dehydrogenase with anti-prelog stereospecificity from Candida parapsilosis. Appl. Environ	Nie, Y.,Xu, Y.,Mu, X.Q.,Wang, H.Y.,Yang, M.,Xiao, R.	Microbiol.	2007	3759-3764	73	17435004
169	Purification and characterization of a novel recombinant highly enantioselective short-chain NAD(H)-dependent alcohol dehydrogenase from Thermus thermophilus. Appl. Environ	Pennacchio, A.,Pucci, B.,Secundo, F.,La Cara, F.,Rossi, M.,Raia, C.A.	Microbiol.	2008	3949-3958	74	18456852
170	Effects of ADH2 overexpression in Saccharomyces bayanus during alcoholic fermentation. Appl. Environ	Maestre, O.,Garcia-Martinez, T.,Peinado, R.A.,Mauricio, J.C.	Microbiol.	2008	702-707	74	18065623
171	Transcriptionally regulated adhA gene encodes alcohol dehydrogenase required for ethanol and n-propanol utilization in Corynebacterium glutamicum R. Appl. Microbiol	Kotrbova-Kozak, A.,Kotrba, P.,Inui, M.,Sajdok, J.,Yukawa, H.	Biotechnol.	2007	1347-1356	76	17646983
172	Characterization of alcohol dehydrogenase 1 and 3 from Neurospora crassa FGSC2489. Appl. Microbiol	Park, Y.C.,San, K.Y.,Bennett, G.N.	Biotechnol.	2007	349-356	76	17516063
173	Archaeal alcohol dehydrogenase active at increased temperatures and in the presence of organic solvents. Appl. Microbiol	Hess, M.,Antranikian, G.	Biotechnol.	2008	1003-1013	77	17989975
174	Identification of a mitochondrial alcohol dehydrogenase in Schizosaccharomyces pombe: new insights into energy metabolism. Biochem	Crichton, P.G.,Affourtit, C.,Moore, A.L.	J.	2007	459-464	401	16999687
175	Structural evidence for a ligand coordination switch in liver alcohol dehydrogenase	Meijers, R.,Adolph, H.W.,Dauter, Z.,Wilson, K.S.,Lamzin, V.S.,Cedergren-Zeppezauer, E.S.	Biochemistry	2007	5446-5454	46	17429946
176	Temperature-dependent structure of the E x S complex of Bacillus stearothermophilus alcohol dehydrogenase	Zhang, X.,Bruice, T.C.	Biochemistry	2007	837-843	46	17223705
177	Comparison of the gene expression patterns of alcohol dehydrogenase isozymes in the thermotolerant yeast Kluyveromyces marxianus and their physiological functions. Biosci. Biotechnol	Lertwattanasakul, N.,Sootsuwan, K.,Limtong, S.,Thanonkeo, P.,Yamada, M.	Biochem.	2007	1170-1182	71	17485854
178	The mechanisms underlying the effect of alpha-cyclodextrin on the aggregation and stability of alcohol dehydrogenase. Biotechnol. Appl	Barzegar, A.,Moosavi-Movahedi, A.A.,Rezaei-Zarchi, S.,Saboury, A.A.,Ganjali, M.R.,Norouzi, P.,Hakimelahi, G.H.,Tsai, F.Y.	Biochem.	2008	203-211	49	17685894
179	Liposomal encapsulation of yeast alcohol dehydrogenase with cofactor for stabilization of the enzyme structure and activity. Biotechnol	Yoshimoto, M.,Sato, M.,Yoshimoto, N.,Nakao, K.	Prog.	2008	576-582	24	18335956
180	The activity of class I, II, III, and IV alcohol dehydrogenase (ADH) isoenzymes and aldehyde dehydrogenase (ALDH) in liver cancer. Digest. Dis	Jelski, W.,Zalewski, B.,Szmitkowski, M.	Sci.	2008	2550-2555	53	18224440
181	Characterization of alcohol dehydrogenase from the haloalkaliphilic archaeon Natronomonas pharaonis	Cao, Y.,Liao, L.,Xu, X.W.,Oren, A.,Wang, C.,Zhu, X.F.,Wu, M.	Extremophiles	2008	471-476	12	18189118
182	Preparation and characterization of Saccharomyces cerevisiae alcohol dehydrogenase immobilized on magnetic nanoparticles. Int. J. Biol	Li, G.Y.,Huang, K.L.,Jiang, Y.R.,Yang, D.L.,Ding, P.	Macromol.	2008	405-412	42	18456317
183	Proteome changes in leaves from grapevine (Vitis vinifera L.) transformed for alcohol dehydrogenase activity. J. Agric	Sauvage, F.X.,Pradal, M.,Chatelet, P.,Tesniere, C.	Food Chem.	2007	2597-2603	55	17348683
184	Preparation of novel silica-coated alginate gel beads for efficient encapsulation of yeast alcohol dehydrogenase. J. Biomater. Sci. Polym	Xu, S.,Lu, Y.,Li, J.,Zhang, Y.,Jiang, Z.	Ed.	2007	71-80	18	17274452
185	Purification and characterization of alcohol dehydrogenase reducing N-benzyl-3-pyrrolidinone from Geotrichum capitatum. J. Biosci	Yamada-Onodera, K.,Fukui, M.,Tani, Y.	Bioeng.	2007	174-178	103	17368401
186	Alcohol dehydrogenase (ADH) isoenzymes and aldehyde dehydrogenase (ALDH) activity in the sera of patients with liver cancer. J. Clin. Lab	Jelski, W.,Zalewski, B.,Szmitkowski, M.	Anal.	2008	204-209	22	18484658
187	Photochemical and enzymatic synthesis of methanol from formaldehyde with alcohol dehydrogenase from Saccharomyces cerevisiae and water-soluble zinc porphyrin. J. Mol. Catal	Amao, Y.,Watanabe, T.	B	2007	27-31	44	-----
188	Characterization of novel alcohol dehydrogenase of Devosia riboflavina involved in stereoselective reduction of 3-pyrrolidinone derivatives. J. Mol. Catal	Kizaki, N.,Yasohara, Y.,Nagashima, N.,Hasegawa, J.	B	2008	73-80	51	-----
189	The oxidation of yeast alcohol dehydrogenase-1 by hydrogen peroxide in vitro. J	Men, L.,Wang, Y.	Proteome Res.	2007	216-225	6	17203966
190	Chronological and replicative life-span extension in Saccharomyces cerevisiae by increased dosage of alcohol dehydrogenase 1	Reverter-Branchat, G.,Cabiscol, E.,Tamarit, J.,Sorolla, M.A.,Angeles de la Torre, M.,Ros, J.	Microbiology	2007	3667-3676	153	17975074
191	The activity of class I, II, III, and IV of alcohol dehydrogenase isoenzymes and aldehyde dehydrogenase in pancreatic cancer	Jelski, W.,Chrostek, L.,Szmitkowski, M.	Pancreas	2007	142-146	35	17632320
192	Kinetics of ethanol oxidation catalyzed by yeast alcohol dehydrogenase in aqueous solutions of sodium dodecylsulfate	Abuin, E.,Lissi, E.,Leon, L.	Protein J.	2008	247-252	27	18317889
193	Identification of an NADH-dependent 5-hydroxymethylfurfural-reducing alcohol dehydrogenase in Saccharomyces cerevisiae	Laadan, B.,Almeida, J.R.,Radstroem, P.,Hahn-Haegerdal, B.,Gorwa-Grauslund, M.	Yeast	2008	191-198	25	18302314
194	Alcohol dehydrogenase (ADH) and aldehyde dehydrogenase (ALDH) in the cancer diseases. Clin. Chim	Jelski, W.,Szmitkowski, M.	Acta	2008	1-5	395	18505683
195	The aldehyde/alcohol dehydrogenase (AdhE) in relation to the ethanol formation in Thermoanaerobacter ethanolicus JW200	Peng, H.,Wu, G.,Shao, W.	Anaerobe	2008	125-127	14	17981479
196	Characterization of alcohol dehydrogenase from permeabilized brewers yeast cells immobilized on the derived attapulgite nanofibers. Appl. Biochem	Zhao, Q.,Hou, Y.,Gong, G.H.,Yu, M.A.,Jiang, L.,Liao, F.	Biotechnol.	2009	2287-2299	160	19578994
197	TADH, the thermostable alcohol dehydrogenase from Thermus sp. ATN1: a versatile new biocatalyst for organic synthesis. Appl. Microbiol	Hoellrigl, V.,Hollmann, F.,Kleeb, A.C.,Buehler, K.,Schmid, A.	Biotechnol.	2008	263-273	81	18704396
198	Conformational changes and catalysis by alcohol dehydrogenase. Arch. Biochem	Plapp, B.V.	Biophys.	2010	3-12	493	19583966
199	Mechanism of thermal aggregation of yeast alcohol dehydrogenase I: role of intramolecular chaperone. Biochim. Biophys	Markossian, K.A.,Golub, N.V.,Khanova, H.A.,Levitsky, D.I.,Poliansky, N.B.,Muranov, K.O.,Kurganov, B.I.	Acta	2008	1286-1293	1784	18515108
200	Medium- and short-chain dehydrogenase/reductase gene and protein families: Dual functions of alcohol dehydrogenase 3: implications with focus on formaldehyde dehydrogenase and S-nitrosoglutathione reductase activities. Cell. Mol	Staab, C.A.,Hellgren, M.,Hoeoeg, J.O.	Life Sci.	2008	3950-3960	65	19011746
201	Zinc binding to peptide analogs of the structural zinc site in alcohol dehydrogenase: implications for an entatic state. Cell. Mol	Bergman, T.,Zhang, K.,Palmberg, C.,Joernvall, H.,Auld, D.S.	Life Sci.	2008	4019-4027	65	18850316
202	Activity of yeast alcohol dehydrogenases on benzyl alcohols and benzaldehydes: characterization of ADH1 from Saccharomyces carlsbergensis and transition state analysis. Chem. Biol	Pal, S.,Park, D.H.,Plapp, B.V.	Interact.	2009	16-23	178	19022233
203	Thermodynamic, kinetic, and operational stabilities of yeast alcohol dehydrogenase in sugar and compatible osmolyte solutions. Enzyme Microb	Miyawaki, O.,Ma, G.,Horie, T.,Hibi, A.,Ishikawa, T.,Kimura, S.	Technol.	2008	495-499	43	-----
204	Effect of chain length on the activity of free and immobilized alcohol dehydrogenase towards aliphatic alcohols. Enzyme Microb	Cea, G.,Wilson, L.,Bolivar, J.,Markovits, A.,Illanes, A.	Technol.	2009	135-138	44	-----
205	Comparative thermostability of mesophilic and thermophilic alcohol dehydrogenases: Stability-determining roles of proline residues and loop conformations. Enzyme Microb	Barzegar, A.,Moosavi-Movahedi, A.,Pedersen, J.,Miroliaei, M.	Technol.	2009	73-79	45	-----
206	The activity of class I, II, III and IV of alcohol dehydrogenase (ADH) isoenzymes and aldehyde dehydrogenase (ALDH) in the wall of abdominal aortic aneurysms. Exp. Mol	Jelski, W.,Orywal, K.,Panek, B.,Gacko, M.,Mroczko, B.,Szmitkowski, M.	Pathol.	2009	59-62	87	19332052
207	Role of Tryptophan 95 in substrate specificity and structural stability of Sulfolobus solfataricus alcohol dehydrogenase	Pennacchio, A.,Esposito, L.,Zagari, A.,Rossi, M.,Raia, C.A.	Extremophiles	2009	751-761	13	19588068
208	Alcohol dehydrogenase activities and ethanol tolerance in Anastrepha (Diptera, Tephritidae) fruit-fly species and their hybrids. Genet. Mol	Carvalho, E.,Solferini, V.,Matioli, S.	Biol.	2009	177-185	32	21637665
209	Inhibition of a Zn(II)-containing enzyme, alcohol dehydrogenase, by anticancer antibiotics, mithramycin and chromomycin A3. J. Biol. Inorg	Devi, P.G.,Chakraborty, P.K.,Dasgupta, D.	Chem.	2009	347-359	14	19034537
210	Heterologous expression of the alcohol dehydrogenase (adhI) gene from Geobacillus thermoglucosidasius strain M10EXG. J	Jeon, Y.J.,Fong, J.C.,Riyanti, E.I.,Neilan, B.A.,Rogers, P.L.,Svenson, C.J.	Biotechnol.	2008	127-133	135	18436321
211	Gene cloning and biochemical characterization of an alcohol dehydrogenase from Euglena gracilis. J. Eukaryot	Palma-Gutierrez, H.,Rodriguez-Zavala, J.,Jasso-Chavez, R.,Moreno-Sanchez, R.,Saavedra, E.	Microbiol.	2008	554-561	55	19120802
212	Phytophenols in whisky lower blood acetaldehyde level by depressing alcohol metabolism through inhibition of alcohol dehydrogenase 1 (class I) in mice. Metab. Clin	Haseba, T.,Sugimoto, J.,Sato, S.,Abe, Y.,Ohno, Y.	Exp.	2008	1753-1759	57	19013301
213	Heterologous expression and characterization of an alcohol dehydrogenase from the archeon Thermoplasma acidophilum. Mol	Marino-Marmolejo, E.N.,De Leon-Rodriguez, A.,de la Rosa, A.P.,Santos, L.	Biotechnol.	2009	61-67	42	19058034
214	Oxidation of alcohols and reduction of aldehydes derived from methyl- and dimethylpyrenes by cDNA-expressed human alcohol dehydrogenases	Kollock, R.,Frank, H.,Seidel, A.,Meinl, W.,Glatt, H.	Toxicology	2008	65-75	245	18242813
215	Protein crystal growth in the advanced protein crystallization facility on the LMS mission: a comparison of Sulfolobus solfataricus alcohol dehydrogenase crystals grown on the ground and in microgravity. Acta Crystallogr. Sect	Esposito, L.,Sica, F.,Sorrentino, G.,Berisio, R.,Carotenuto, L.,Giordano, A.,Raia, C.A.,Rossi, M.,Lamzin, V.S.,Wilson, K.S.,Zagari, A.	D	1998	386-390	54	11541089
216	Sulfolobus tokodaii ST0053 produces a novel thermostable, NAD-dependent medium-chain alcohol dehydrogenase. Appl. Environ	Yanai, H.,Doi, K.,Ohshima, T.	Microbiol.	2009	1758-1763	75	19139244
217	Biochemical and structural characterization of recombinant short-chain NAD(H)-dependent dehydrogenase/reductase from Sulfolobus acidocaldarius highly enantioselective on diaryl diketone benzil. Appl. Microbiol	Pennacchio, A.,Sannino, V.,Sorrentino, G.,Rossi, M.,Raia, C.A.,Esposito, L.	Biotechnol.	2013	3949-3964	97	22805786
218	Biochemical characterization of a recombinant short-chain NAD(H)-dependent dehydrogenase/reductase from Sulfolobus acidocaldarius	Pennacchio, A.,Giordano, A.,Pucci, B.,Rossi, M.,Raia, C.A.	Extremophiles	2010	193-204	14	20049620
219	Steady-state fluorescence properties of S. solfataricus alcohol dehydrogenase and its selenomethionyl derivative. J	Giordano, A.,Raia, C.A.	Fluoresc.	2003	17-24	13	-----
220	Highly UV-absorbing complex in selenomethionine-substituted alcohol dehydrogenase from Sulfolobus solfataricus. J	Giordano, A.,Russo, C.,Raia, C.A.,Kuznetsova, I.M.,Stepanenko, O.V.,Turoverov, K.K.	Proteome Res.	2004	613-620	3	15253444
221	Characterization of alcohol dehydrogenase 3 of the thermotolerant methylotrophic yeast Hansenula polymorpha. Appl. Microbiol	Suwannarangsee, S.,Kim, S.,Kim, O.C.,Oh, D.B.,Seo, J.W.,Kim, C.H.,Rhee, S.K.,Kang, H.A.,Chulalaksananukul, W.,Kwon, O.	Biotechnol.	2012	697-709	96	22249723
222	Structural and biochemical characterisation of a NAD+-dependent alcohol dehydrogenase from Oenococcus oeni as a new model molecule for industrial biotechnology applications. Appl. Microbiol	Elleuche, S.,Fodor, K.,Klippel, B.,von der Heyde, A.,Wilmanns, M.,Antranikian, G.	Biotechnol.	2013	8963-8975	97	23385476
223	Characterization of phytol-phytanate conversion activity in rat liver. Biochim. Biophys	Muralidharan, F.N.,Muralidharan, V.B.	Acta	1986	54-62	883	3730426
224	Purification and characterization of an NADH-dependent alcohol dehydrogenase from Candida maris for the synthesis of optically active 1-(pyridyl)ethanol derivatives. Biosci. Biotechnol	Kawano, S.,Yano, M.,Hasegawa, J.,Yasohara, Y.	Biochem.	2011	1055-1060	75	21670533
225	Biocatalytic characterization of a short-chain alcohol dehydrogenase with broad substrate specificity from thermophilic Carboxydothermus hydrogenoformans. Biotechnol	Zhou, S.,Zhang, S.C.,Lai, D.Y.,Zhang, S.L.,Chen, Z.M.	Lett.	2013	359-365	35	23160740
226	Characterization of new medium-chain alcohol dehydrogenases adds resolution to duplications of the class I/III and the sub-class I genes. Chem. Biol	Cederlund, E.,Hedlund, J.,Hjelmqvist, L.,Jonsson, A.,Shafqat, J.,Norin, A.,Keung, W.M.,Persson, B.,Joernvall, H.	Interact.	2011	8-13	191	21329683
227	Analysis of mammalian alcohol dehydrogenase 5 (ADH5): Characterisation of rat ADH5 with comparisons to the corresponding human variant. Chem. Biol	Ostberg, L.J.,Stroemberg, P.,Hedberg, J.J.,Persson, B.,Hoeoeg, J.O.	Interact.	2013	97-103	202	23159888
228	The activity of class I, II, III and IV alcohol dehydrogenase isoenzymes and aldehyde dehydrogenase in cervical cancer. Clin	Orywal, K.,Jelski, W.,Zdrodowski, M.,Szmitkowski, M.	Biochem.	2011	1231-1234	44	21784063
229	Influence of temperature on the production of an archaeal thermoactive alcohol dehydrogenase from Pyrococcus furiosus with recombinant Escherichia coli	Kube, J.,Brokamp, C.,Machielsen, R.,van der Oost, J.,Maerkl, H.	Extremophiles	2006	221-227	10	16463078
230	Cloning, expression and characterization of alcohol dehydrogenases in the silkworm Bombyx mori. Genet. Mol	Wang, N.,Shi, H.,Yao, Q.,Zhou, Y.,Kang, L.,Chen, H.,Chen, K.	Biol.	2011	240-243	34	21734824
231	Production of a thermostable alcohol dehydrogenase from Rhodococcus ruber in three different yeast species using the Xplor2 transformation/expression platform. J. Ind. Microbiol	Giersberg, M.,Degelmann, A.,Bode, R.,Piontek, M.,Kunze, G.	Biotechnol.	2012	1385-1396	39	22584819
232	Characterization of a novel flooding stress-responsive alcohol dehydrogenase expressed in soybean roots. Plant Mol	Komatsu, S.,Deschamps, T.,Thibaut, D.,Hiraga, S.,Kato, M.,Chiba, M.,Hashiguchi, A.,Tougou, M.,Shimamura, S.,Yasue, H.	Biol.	2011	309-322	77	21811849
233	Synthesis of cinnamyl alcohol from cinnamaldehyde with Bacillus stearothermophilus alcohol dehydrogenase as the isolated enzyme and in recombinant E. coli cells. Appl. Biochem	Pennacchio, A.,Rossi, M.,Raia, C.A.	Biotechnol.	2013	1482-1490	170	23686507
234	Use of a robust dehydrogenase from an archael hyperthermophile in asymmetric catalysis-dynamic reductive kinetic resolution entry into (S)-profens. J. Am. Chem	Friest, J.A.,Maezato, Y.,Broussy, S.,Blum, P.,Berkowitz, D.B.	Soc.	2010	5930-5931	132	20377222
235	Crystallization and preliminary X-ray diffraction studies of a novel alcohol dehydrogenase from the hyperthermophilic archaeon Aeropyrum pernix. Acta Crystallogr. Sect	Guy, J.E.,Isupov, M.N.,Littlechild, J.A.	D	2003	174-176	59	12499562
236	A comparison of two novel alcohol dehydrogenase enzymes (ADH1 and ADH2) from the extreme halophile Haloferax volcanii. Appl. Microbiol	Timpson, L.M.,Liliensiek, A.K.,Alsafadi, D.,Cassidy, J.,Sharkeym M.A.,Liddell, S.,Allers, T.,Paradisi, F.	Biotechnol.	2012	195-203	97	22526808
237	Log P effect of organic solvents on a thermophilic alcohol dehydrogenase. Biochim. Biophys	Hirakawa, H.,Kamiya, N.,Kawarabayashi, Y.,Nagamune, T.	Acta	2005	94-99	1748	15752697
238	Properties of an alcohol dehydrogenase from the hyperthermophilic archaeon Aeropyrum pernix K1. J. Biosci	Hirakawa, H.,Kamiya, N.,Kawarabayashi, Y.,Nagamune, T.	Bioeng.	2004	202-206	97	16233615
239	Covalent immobilization of alcohol dehydrogenase (ADH2) from Haloferax volcanii: how to maximize activity and optimize performance of halophilic enzymes. Mol	Alsafadi, D.,Paradisi, F.	Biotechnol.	2014	240-247	56	24062264
240	Structure of a bifunctional alcohol dehydrogenase involved in bioethanol generation in Geobacillus thermoglucosidasius. Acta Crystallogr. Sect	Extance, J.,Crennell, S.J.,Eley, K.,Cripps, R.,Hough, D.W.,Danson, M.J.	D	2013	2104-2115	69	24100328
241	Corynebacterium glutamicum tailored for efficient isobutanol production. Appl. Environ	Blombach, B.,Riester, T.,Wieschalka, S.,Ziert, C.,Youn, J.,Wendisch, V.,Eikmanns, B.	Microbiol.	2011	3300-3310	77	21441331
242	Thermostable alcohol dehydrogenase from Thermococcus kodakarensis KOD1 for enantioselective bioconversion of aromatic secondary alcohols. Appl. Environ	Wu, X.,Zhang, C.,Orita, I.,Imanaka, T.,Fukui, T.,Xing, X.H.	Microbiol.	2013	2209-2217	79	23354700
243	Characterization of an allylic/benzyl alcohol dehydrogenase from Yokenella sp. strain WZY002, an organism potentially useful for the synthesis of alpha,beta-unsaturated alcohols from allylic aldehydes and ketones. Appl. Environ	Ying, X.,Wang, Y.,Xiong, B.,Wu, T.,Xie, L.,Yu, M.,Wang, Z.	Microbiol.	2014	2399-2409	80	24509923
